20100107074142S:A1500,0015,  00001297,1, 0,00
20100107074530R:A1510,0 15,  00001177, 1, 0, 1, 0
20100107074539R:A1510,0 15,  00001177, 9, 0, 1, 0
20100107074541R:U1500,0 15,  00001292, 0
20100107074541S:U1500,0 15,  00001292,00
20100107074551R:A1504,0 15,  00001292, 0, 0
20100107074551R:A1503,0 15,  00001177, 0, 0
20100107074553S:A1500,0015,  00001171,1, 0,00
20100107074553S:A1503,0015,  00001177,01,00
20100107074603R:A1501,0 15,  00000107,0, 0
20100107074603R:A1510,0 15,  00000107, 1, 0, 1, 0
20100107074609R:U1500,0 15,  00001177, 0
20100107074609S:U1500,0 15,  00001177,00
20100107074612R:A1510,0 15,  00000107, 9, 0, 0, 0
20100107074624S:A1500,0015,  00000080,1, 0,00
20100107074631R:A1504,0 15,  00001177, 0, 0
20100107074631R:A1503,0 15,  00000107, 0, 0
20100107074631S:A1503,0015,  00000107,01,00
20100107074637R:U1500,0 15,  00000107, 0
20100107074637S:U1500,0 15,  00000107,00
20100107074711R:A1504,0 15,  00000107, 0, 0
20100107074723R:A1501,0 15,  00001153,0, 0
20100107074723R:A1510,0 15,  00001153, 1, 0, 0, 0
20100107074732R:A1510,0 15,  00001153, 9, 0, 0, 0
20100107074737R:A1503,0 15,  00001153, 0, 0
20100107074737S:A1503,0015,  00001153,01,00
20100107074745R:A1501,0 15,  00001171,0, 0
20100107074745R:A1510,0 15,  00001171, 1, 0, 1, 0
20100107074754R:A1510,0 15,  00001171, 9, 0, 1, 0
20100107074756R:U1500,0 15,  00001153, 0
20100107074756S:U1500,0 15,  00001153,00
20100107074759S:A1500,0015,  00000095,1, 0,00
20100107074806R:A1504,0 15,  00001153, 0, 0
20100107074806R:A1503,0 15,  00001171, 0, 0
20100107074806S:A1503,0015,  00001171,01,00
20100107074810S:A1500,0015,  00000036,1, 0,00
20100107074812R:U1500,0 15,  00001171, 0
20100107074812S:U1500,0 15,  00001171,00
20100107074845R:A1504,0 15,  00001171, 0, 0
20100107074857R:A1501,0 15,  00000080,0, 0
20100107074858R:A1510,0 15,  00000080, 1, 0, 0, 0
20100107074907R:A1510,0 15,  00000080, 9, 0, 0, 0
20100107074911R:A1503,0 15,  00000080, 0, 0
20100107074911S:A1503,0015,  00000080,01,00
20100107074920R:A1501,0 15,  00000095,0, 0
20100107074920R:A1510,0 15,  00000095, 1, 0, 1, 0
20100107074928S:A1500,0015,  00000098,1, 0,00
20100107074929R:A1510,0 15,  00000095, 9, 0, 1, 0
20100107074931R:U1500,0 15,  00000080, 0
20100107074931S:U1500,0 15,  00000080,00
20100107074940R:A1504,0 15,  00000080, 0, 0
20100107074940R:A1503,0 15,  00000095, 0, 0
20100107074942S:A1500,0015,  00000167,1, 0,00
20100107074942S:A1503,0015,  00000095,01,00
20100107074952R:A1501,0 15,  00000036,0, 0
20100107074952R:A1510,0 15,  00000036, 1, 0, 1, 0
20100107074958R:U1500,0 15,  00000095, 0
20100107074958S:U1500,0 15,  00000095,00
20100107075001R:A1504,0 15,  00000095, 0, 0
20100107075002R:A1510,0 15,  00000036, 9, 0, 0, 0
20100107075009R:A1503,0 15,  00000036, 0, 0
20100107075009S:A1503,0015,  00000036,01,00
20100107075015R:A1501,0 15,  00000098,0, 0
20100107075015R:A1510,0 15,  00000098, 1, 0, 1, 0
20100107075015S:A1500,0015,  00001257,1, 0,00
20100107075024R:A1510,0 15,  00000098, 9, 0, 1, 0
20100107075026R:U1500,0 15,  00000036, 0
20100107075026S:U1500,0 15,  00000036,00
20100107075040R:A1504,0 15,  00000036, 0, 0
20100107075041R:A1503,0 15,  00000098, 0, 0
20100107075052R:A1501,0 15,  00000167,0, 0
20100107075053R:A1510,0 15,  00000167, 1, 0, 1, 0
20100107075058S:A1503,0015,  00000098,01,00
20100107075101R:A1510,0 15,  00000167, 9, 0, 1, 0
20100107075104R:U1500,0 15,  00000098, 0
20100107075104S:U1500,0 15,  00000098,00
20100107075120R:A1504,0 15,  00000098, 0, 0
20100107075120R:A1503,0 15,  00000167, 0, 0
20100107075121S:A1503,0015,  00000167,01,00
20100107075127R:U1500,0 15,  00000167, 0
20100107075127S:U1500,0 15,  00000167,00
20100107075140S:A1500,0015,  00001206,1, 0,00
20100107075153S:A1500,0015,  00000140,1, 0,00
20100107075200R:A1504,0 15,  00000167, 0, 0
20100107075206S:A1500,0015,  00000007,1, 0,00
20100107075212R:A1501,0 15,  00001257,0, 0
20100107075212R:A1510,0 15,  00001257, 1, 0, 0, 0
20100107075221R:A1510,0 15,  00001257, 9, 0, 0, 0
20100107075226R:A1503,0 15,  00001257, 0, 0
20100107075226S:A1503,0015,  00001257,01,00
20100107075232R:U1500,0 15,  00001257, 0
20100107075232S:U1500,0 15,  00001257,00
20100107075233S:A1500,0015,  00001265,1, 0,00
20100107075235R:A1504,0 15,  00001257, 0, 0
20100107075406S:A1500,0015,  00001195,1, 0,00
20100107075555S:A1500,0015,  00001139,1, 0,00
20100107075942S:A1500,0015,  00001200,1, 0,00
20100107080039S:A1500,0015,  00001021,1, 0,00
20100107080236S:A1500,0015,  00001134,1, 0,00
20100107080247S:A1500,0015,  00000078,1, 0,00
20100107080303S:A1500,0015,  00000181,1, 0,00
20100107080319S:A1500,0015,  00000020,1, 0,00
20100107080334S:A1500,0015,  00001277,1, 0,00
20100107080355S:A1500,0015,  00000054,1, 0,00
20100107080410R:A1501,0 15,  00000007,0, 0
20100107080410R:A1510,0 15,  00000007, 1, 0, 0, 0
20100107080419R:A1510,0 15,  00000007, 9, 0, 0, 0
20100107080419S:A1500,0015,  00001273,1, 0,00
20100107080423R:A1503,0 15,  00000007, 0, 0
20100107080424S:A1503,0015,  00000007,01,00
20100107080429R:U1500,0 15,  00000007, 0
20100107080429S:U1500,0 15,  00000007,00
20100107080432R:A1504,0 15,  00000007, 0, 0
20100107080447R:A1501,0 15,  00001206,0, 0
20100107080447R:A1510,0 15,  00001206, 1, 0, 0, 0
20100107080456R:A1510,0 15,  00001206, 9, 0, 0, 0
20100107080500R:A1503,0 15,  00001206, 0, 0
20100107080501S:A1503,0015,  00001206,01,00
20100107080506R:U1500,0 15,  00001206, 0
20100107080506S:U1500,0 15,  00001206,00
20100107080511R:A1504,0 15,  00001206, 0, 0
20100107080523R:A1501,0 15,  00000140,0, 0
20100107080524R:A1510,0 15,  00000140, 1, 0, 0, 0
20100107080533R:A1510,0 15,  00000140, 9, 0, 0, 0
20100107080537R:A1503,0 15,  00000140, 0, 0
20100107080537S:A1503,0015,  00000140,01,00
20100107080540R:A1501,0 15,  00001265,0, 0
20100107080540R:A1510,0 15,  00001265, 1, 0, 1, 0
20100107080550R:A1510,0 15,  00001265, 9, 0, 1, 0
20100107080552R:U1500,0 15,  00000140, 0
20100107080552S:U1500,0 15,  00000140,00
20100107080557S:A1500,0015,  00000093,1, 0,00
20100107080601R:A1504,0 15,  00000140, 0, 0
20100107080601R:A1503,0 15,  00001265, 0, 0
20100107080602S:A1503,0015,  00001265,01,00
20100107080607R:U1500,0 15,  00001265, 0
20100107080607S:U1500,0 15,  00001265,00
20100107080610S:A1500,0015,  00001289,1, 0,00
20100107080641R:A1504,0 15,  00001265, 0, 0
20100107080652R:A1501,0 15,  00001195,0, 0
20100107080652R:A1510,0 15,  00001195, 1, 0, 0, 0
20100107080653S:A1500,0015,  00001284,1, 0,00
20100107080701R:A1510,0 15,  00001195, 9, 0, 0, 0
20100107080704S:A1500,0015,  00001254,1, 0,00
20100107080706R:A1503,0 15,  00001195, 0, 0
20100107080706S:A1503,0015,  00001195,01,00
20100107080712R:U1500,0 15,  00001195, 0
20100107080712S:U1500,0 15,  00001195,00
20100107080721R:A1504,0 15,  00001195, 0, 0
20100107080721S:A1500,0015,  00000094,1, 0,00
20100107080805S:A1500,0015,  00001036,1, 0,00
20100107080828R:A1501,0 15,  00001139,0, 0
20100107080829R:A1510,0 15,  00001139, 1, 0, 0, 0
20100107080838R:A1510,0 15,  00001139, 9, 0, 0, 0
20100107080842R:A1503,0 15,  00001139, 0, 0
20100107080842S:A1503,0015,  00001139,01,00
20100107080848R:U1500,0 15,  00001139, 0
20100107080848S:U1500,0 15,  00001139,00
20100107080850S:A1500,0015,  00000028,1, 0,00
20100107080851R:A1504,0 15,  00001139, 0, 0
20100107080913S:A1500,0015,  00001170,1, 0,00
20100107080937S:A1500,0015,  00000011,1, 0,00
20100107080953S:A1500,0015,  00001296,1, 0,00
20100107081059S:A1500,0015,  00000095,1, 0,00
20100107081507R:A1501,0 15,  00001200,0, 0
20100107081508R:A1510,0 15,  00001200, 1, 0, 0, 0
20100107081517R:A1510,0 15,  00001200, 9, 0, 0, 0
20100107081521R:A1503,0 15,  00001200, 0, 0
20100107081521S:A1503,0015,  00001200,01,00
20100107081529R:A1501,0 15,  00001021,0, 0
20100107081529R:A1510,0 15,  00001021, 1, 0, 1, 0
20100107081538R:A1510,0 15,  00001021, 9, 0, 1, 0
20100107081540R:U1500,0 15,  00001200, 0
20100107081540S:U1500,0 15,  00001200,00
20100107081549R:A1504,0 15,  00001200, 0, 0
20100107081549R:A1503,0 15,  00001021, 0, 0
20100107081551S:A1503,0015,  00001021,01,00
20100107081556R:U1500,0 15,  00001021, 0
20100107081557S:U1500,0 15,  00001021,00
20100107081629R:A1504,0 15,  00001021, 0, 0
20100107081715R:A1501,0 15,  00000020,0, 0
20100107081715R:A1510,0 15,  00000020, 1, 0, 0, 0
20100107081724R:A1510,0 15,  00000020, 9, 0, 0, 0
20100107081729R:A1503,0 15,  00000020, 0, 0
20100107081729S:A1503,0015,  00000020,01,00
20100107081732R:A1501,0 15,  00001277,0, 0
20100107081732R:A1510,0 15,  00001277, 1, 0, 1, 0
20100107081741R:A1510,0 15,  00001277, 9, 0, 1, 0
20100107081743R:U1500,0 15,  00000020, 0
20100107081743S:U1500,0 15,  00000020,00
20100107081752R:A1504,0 15,  00000020, 0, 0
20100107081753R:A1503,0 15,  00001277, 0, 0
20100107081754S:A1503,0015,  00001277,01,00
20100107081759R:U1500,0 15,  00001277, 0
20100107081759S:U1500,0 15,  00001277,00
20100107081801S:A1500,0015,  00000012,1, 0,00
20100107081832R:A1504,0 15,  00001277, 0, 0
20100107081836S:A1500,0015,  00001116,1, 0,00
20100107081905S:A1500,0015,  00000172,1, 0,00
20100107081917R:A1501,0 15,  00001134,0, 0
20100107081917R:A1510,0 15,  00001134, 1, 0, 0, 0
20100107081923S:A1500,0015,  00001046,1, 0,00
20100107081926R:A1510,0 15,  00001134, 9, 0, 0, 0
20100107081931R:A1503,0 15,  00001134, 0, 0
20100107081931S:A1503,0015,  00001134,01,00
20100107081934R:A1501,0 15,  00000054,0, 0
20100107081934R:A1510,0 15,  00000054, 1, 0, 1, 0
20100107081943R:A1510,0 15,  00000054, 9, 0, 1, 0
20100107081945R:U1500,0 15,  00001134, 0
20100107081945S:U1500,0 15,  00001134,00
20100107081954R:A1504,0 15,  00001134, 0, 0
20100107081954R:A1503,0 15,  00000054, 0, 0
20100107081955S:A1503,0015,  00000054,01,00
20100107082001R:U1500,0 15,  00000054, 0
20100107082001S:U1500,0 15,  00000054,00
20100107082034R:A1504,0 15,  00000054, 0, 0
20100107082046R:A1501,0 15,  00000078,0, 0
20100107082046R:A1510,0 15,  00000078, 1, 0, 0, 0
20100107082055R:A1510,0 15,  00000078, 9, 0, 0, 0
20100107082059R:A1503,0 15,  00000078, 0, 0
20100107082100S:A1503,0015,  00000078,01,00
20100107082107R:A1501,0 15,  00000181,0, 0
20100107082107R:A1510,0 15,  00000181, 1, 0, 1, 0
20100107082116R:A1510,0 15,  00000181, 9, 0, 1, 0
20100107082118R:U1500,0 15,  00000078, 0
20100107082118S:U1500,0 15,  00000078,00
20100107082128R:A1504,0 15,  00000078, 0, 0
20100107082128R:A1503,0 15,  00000181, 0, 0
20100107082128S:A1503,0015,  00000181,01,00
20100107082130S:A1500,0015,  00001149,1, 0,00
20100107082134R:U1500,0 15,  00000181, 0
20100107082134S:U1500,0 15,  00000181,00
20100107082143S:A1500,0015,  00001020,1, 0,00
20100107082207R:A1504,0 15,  00000181, 0, 0
20100107082348S:A1500,0015,  00000071,1, 0,00
20100107082519S:A1500,0015,  00001109,1, 0,00
20100107082607R:A1501,0 15,  00001273,0, 0
20100107082607R:A1510,0 15,  00001273, 1, 0, 0, 0
20100107082616R:A1510,0 15,  00001273, 9, 0, 0, 0
20100107082620R:A1503,0 15,  00001273, 0, 0
20100107082621S:A1503,0015,  00001273,01,00
20100107082628R:A1501,0 15,  00000093,0, 0
20100107082628R:A1510,0 15,  00000093, 1, 0, 1, 0
20100107082637R:A1510,0 15,  00000093, 9, 0, 1, 0
20100107082639R:U1500,0 15,  00001273, 0
20100107082639S:U1500,0 15,  00001273,00
20100107082648R:A1504,0 15,  00001273, 0, 0
20100107082648R:A1503,0 15,  00000093, 0, 0
20100107082649S:A1503,0015,  00000093,01,00
20100107082700R:A1501,0 15,  00001289,0, 0
20100107082700R:A1510,0 15,  00001289, 1, 0, 1, 0
20100107082706R:U1500,0 15,  00000093, 0
20100107082706S:U1500,0 15,  00000093,00
20100107082709R:A1510,0 15,  00001289, 9, 0, 0, 0
20100107082728R:A1504,0 15,  00000093, 0, 0
20100107082728R:A1503,0 15,  00001289, 0, 0
20100107082729S:A1503,0015,  00001289,01,00
20100107082734R:U1500,0 15,  00001289, 0
20100107082734S:U1500,0 15,  00001289,00
20100107082808R:A1504,0 15,  00001289, 0, 0
20100107082824S:A1500,0015,  00000125,1, 0,00
20100107082832R:A1501,0 15,  00001284,0, 0
20100107082832R:A1510,0 15,  00001284, 1, 0, 0, 0
20100107082834S:A1500,0015,  00000114,1, 0,00
20100107082841R:A1510,0 15,  00001284, 9, 0, 0, 0
20100107082845R:A1503,0 15,  00001284, 0, 0
20100107082846S:A1503,0015,  00001284,01,00
20100107082848S:A1500,0015,  00000077,1, 0,00
20100107082848R:A1501,0 15,  00001254,0, 0
20100107082848R:A1510,0 15,  00001254, 1, 0, 1, 0
20100107082857R:A1510,0 15,  00001254, 9, 0, 1, 0
20100107082859R:U1500,0 15,  00001284, 0
20100107082859S:U1500,0 15,  00001284,00
20100107082908R:A1504,0 15,  00001284, 0, 0
20100107082908R:A1503,0 15,  00001254, 0, 0
20100107082910S:A1503,0015,  00001254,01,00
20100107082920R:A1501,0 15,  00000094,0, 0
20100107082920R:A1510,0 15,  00000094, 1, 0, 1, 0
20100107082925R:U1500,0 15,  00001254, 0
20100107082925S:U1500,0 15,  00001254,00
20100107082929R:A1510,0 15,  00000094, 9, 0, 0, 0
20100107082948R:A1504,0 15,  00001254, 0, 0
20100107082948R:A1503,0 15,  00000094, 0, 0
20100107082949S:A1503,0015,  00000094,01,00
20100107082954R:U1500,0 15,  00000094, 0
20100107082954S:U1500,0 15,  00000094,00
20100107083028R:A1504,0 15,  00000094, 0, 0
20100107083035S:A1500,0015,  00000035,1, 0,00
20100107083040R:A1501,0 15,  00001170,0, 0
20100107083040R:A1510,0 15,  00001170, 1, 0, 0, 0
20100107083045S:A1500,0015,  00000087,1, 0,00
20100107083049R:A1510,0 15,  00001170, 9, 0, 0, 0
20100107083054R:A1503,0 15,  00001170, 0, 0
20100107083054S:A1503,0015,  00001170,01,00
20100107083101R:A1501,0 15,  00000011,0, 0
20100107083101R:A1510,0 15,  00000011, 1, 0, 1, 0
20100107083110R:A1510,0 15,  00000011, 9, 0, 1, 0
20100107083112R:U1500,0 15,  00001170, 0
20100107083112S:U1500,0 15,  00001170,00
20100107083121R:A1504,0 15,  00001170, 0, 0
20100107083121R:A1503,0 15,  00000011, 0, 0
20100107083122S:A1503,0015,  00000011,01,00
20100107083128R:U1500,0 15,  00000011, 0
20100107083128S:U1500,0 15,  00000011,00
20100107083201R:A1504,0 15,  00000011, 0, 0
20100107083213R:A1501,0 15,  00001296,0, 0
20100107083213R:A1510,0 15,  00001296, 1, 0, 0, 0
20100107083213S:A1500,0015,  00000107,1, 0,00
20100107083222R:A1510,0 15,  00001296, 9, 0, 0, 0
20100107083226R:A1503,0 15,  00001296, 0, 0
20100107083227S:A1503,0015,  00001296,01,00
20100107083227S:A1500,0015,  00001286,1, 0,00
20100107083228R:A1501,0 15,  00001036,0, 0
20100107083229R:A1510,0 15,  00001036, 1, 0, 1, 0
20100107083238R:A1510,0 15,  00001036, 9, 0, 1, 0
20100107083240R:U1500,0 15,  00001296, 0
20100107083240S:U1500,0 15,  00001296,00
20100107083245S:A1500,0015,  00000135,1, 0,00
20100107083249R:A1504,0 15,  00001296, 0, 0
20100107083249R:A1503,0 15,  00001036, 0, 0
20100107083249S:A1503,0015,  00001036,01,00
20100107083255R:U1500,0 15,  00001036, 0
20100107083255S:U1500,0 15,  00001036,00
20100107083303S:A1500,0015,  00000036,1, 0,00
20100107083328R:A1504,0 15,  00001036, 0, 0
20100107083343R:A1501,0 15,  00000028,0, 0
20100107083343R:A1510,0 15,  00000028, 1, 0, 0, 0
20100107083352R:A1510,0 15,  00000028, 9, 0, 0, 0
20100107083357R:A1503,0 15,  00000028, 0, 0
20100107083357S:A1503,0015,  00000028,01,00
20100107083403R:U1500,0 15,  00000028, 0
20100107083403S:U1500,0 15,  00000028,00
20100107083408R:A1504,0 15,  00000028, 0, 0
20100107083420R:A1501,0 15,  00000095,0, 0
20100107083420R:A1510,0 15,  00000095, 1, 0, 0, 0
20100107083429R:A1510,0 15,  00000095, 9, 0, 0, 0
20100107083433R:A1503,0 15,  00000095, 0, 0
20100107083434S:A1503,0015,  00000095,01,00
20100107083439R:U1500,0 15,  00000095, 0
20100107083439S:U1500,0 15,  00000095,00
20100107083448R:A1504,0 15,  00000095, 0, 0
20100107083455S:A1500,0015,  00000098,1, 0,00
20100107083506S:A1500,0015,  00001118,1, 0,00
20100107083525S:A1500,0015,  00000122,1, 0,00
20100107083658R:A1501,0 15,  00000012,0, 0
20100107083658R:A1510,0 15,  00000012, 1, 0, 0, 0
20100107083707R:A1510,0 15,  00000012, 9, 0, 0, 0
20100107083711R:A1503,0 15,  00000012, 0, 0
20100107083711S:A1503,0015,  00000012,01,00
20100107083718R:A1501,0 15,  00001116,0, 0
20100107083718R:A1510,0 15,  00001116, 1, 0, 1, 0
20100107083727R:A1510,0 15,  00001116, 9, 0, 1, 0
20100107083729R:U1500,0 15,  00000012, 0
20100107083729S:U1500,0 15,  00000012,00
20100107083739R:A1504,0 15,  00000012, 0, 0
20100107083739R:A1503,0 15,  00001116, 0, 0
20100107083740S:A1503,0015,  00001116,01,00
20100107083751R:A1501,0 15,  00000172,0, 0
20100107083751R:A1510,0 15,  00000172, 1, 0, 1, 0
20100107083756R:U1500,0 15,  00001116, 0
20100107083756S:U1500,0 15,  00001116,00
20100107083800R:A1510,0 15,  00000172, 9, 0, 0, 0
20100107083812R:A1504,0 15,  00001116, 0, 0
20100107083812R:A1503,0 15,  00000172, 0, 0
20100107083813S:A1503,0015,  00000172,01,00
20100107083818R:U1500,0 15,  00000172, 0
20100107083819S:U1500,0 15,  00000172,00
20100107083851R:A1504,0 15,  00000172, 0, 0
20100107083858S:A1500,0015,  00001215,1, 0,00
20100107083909S:A1500,0015,  00001261,1, 0,00
20100107083920S:A1500,0015,  00001022,1, 0,00
20100107084030R:A1501,0 15,  00000071,0, 0
20100107084030R:A1510,0 15,  00000071, 1, 0, 0, 0
20100107084039R:A1510,0 15,  00000071, 9, 0, 0, 0
20100107084043R:A1503,0 15,  00000071, 0, 0
20100107084044S:A1503,0015,  00000071,01,00
20100107084051R:A1501,0 15,  00001109,0, 0
20100107084051R:A1510,0 15,  00001109, 1, 0, 1, 0
20100107084100R:A1510,0 15,  00001109, 9, 0, 1, 0
20100107084103R:U1500,0 15,  00000071, 0
20100107084103S:U1500,0 15,  00000071,00
20100107084112R:A1504,0 15,  00000071, 0, 0
20100107084112R:A1503,0 15,  00001109, 0, 0
20100107084113S:A1503,0015,  00001109,01,00
20100107084122R:A1501,0 15,  00001046,0, 0
20100107084122R:A1510,0 15,  00001046, 1, 0, 1, 0
20100107084127R:U1500,0 15,  00001109, 0
20100107084127S:U1500,0 15,  00001109,00
20100107084131R:A1510,0 15,  00001046, 9, 0, 0, 0
20100107084151R:A1504,0 15,  00001109, 0, 0
20100107084151R:A1503,0 15,  00001046, 0, 0
20100107084153S:A1503,0015,  00001046,01,00
20100107084202R:A1501,0 15,  00001149,0, 0
20100107084202R:A1510,0 15,  00001149, 1, 0, 1, 0
20100107084207R:U1500,0 15,  00001046, 0
20100107084207S:U1500,0 15,  00001046,00
20100107084211R:A1510,0 15,  00001149, 9, 0, 0, 0
20100107084231R:A1504,0 15,  00001046, 0, 0
20100107084231R:A1503,0 15,  00001149, 0, 0
20100107084233S:A1503,0015,  00001149,01,00
20100107084240S:A1500,0015,  00001031,1, 0,00
20100107084243R:A1501,0 15,  00001020,0, 0
20100107084243R:A1510,0 15,  00001020, 1, 0, 1, 0
20100107084248R:U1500,0 15,  00001149, 0
20100107084248S:U1500,0 15,  00001149,00
20100107084250S:A1500,0015,  00000158,1, 0,00
20100107084252R:A1510,0 15,  00001020, 9, 0, 0, 0
20100107084306S:A1500,0015,  00001049,1, 0,00
20100107084312R:A1504,0 15,  00001149, 0, 0
20100107084312R:A1503,0 15,  00001020, 0, 0
20100107084312S:A1503,0015,  00001020,01,00
20100107084318R:U1500,0 15,  00001020, 0
20100107084318S:U1500,0 15,  00001020,00
20100107084322S:A1500,0015,  00001171,1, 0,00
20100107084351R:A1504,0 15,  00001020, 0, 0
20100107084753R:A1501,0 15,  00000125,0, 0
20100107084754R:A1510,0 15,  00000125, 1, 0, 0, 0
20100107084803R:A1510,0 15,  00000125, 9, 0, 0, 0
20100107084807R:A1503,0 15,  00000125, 0, 0
20100107084807S:A1503,0015,  00000125,01,00
20100107084814R:A1501,0 15,  00000114,0, 0
20100107084814R:A1510,0 15,  00000114, 1, 0, 1, 0
20100107084824R:A1510,0 15,  00000114, 9, 0, 1, 0
20100107084826R:U1500,0 15,  00000125, 0
20100107084826S:U1500,0 15,  00000125,00
20100107084835R:A1504,0 15,  00000125, 0, 0
20100107084835R:A1503,0 15,  00000114, 0, 0
20100107084836S:A1503,0015,  00000114,01,00
20100107084847R:A1501,0 15,  00000077,0, 0
20100107084847R:A1510,0 15,  00000077, 1, 0, 1, 0
20100107084852R:U1500,0 15,  00000114, 0
20100107084853S:U1500,0 15,  00000114,00
20100107084856R:A1510,0 15,  00000077, 9, 0, 0, 0
20100107084914R:A1504,0 15,  00000114, 0, 0
20100107084915R:A1503,0 15,  00000077, 0, 0
20100107084916S:A1503,0015,  00000077,01,00
20100107084923S:A1500,0015,  00001292,1, 0,00
20100107084924R:A1501,0 15,  00000098,0, 0
20100107084924R:A1510,0 15,  00000098, 1, 0, 1, 0
20100107084930R:U1500,0 15,  00000077, 0
20100107084930S:U1500,0 15,  00000077,00
20100107084933R:A1510,0 15,  00000098, 9, 0, 0, 0
20100107084934S:A1500,0015,  00000080,1, 0,00
20100107084954R:A1504,0 15,  00000077, 0, 0
20100107084955R:A1503,0 15,  00000098, 0, 0
20100107084955S:A1503,0015,  00000098,01,00
20100107085001R:U1500,0 15,  00000098, 0
20100107085001S:U1500,0 15,  00000098,00
20100107085009S:A1500,0015,  00001177,1, 0,00
20100107085022S:A1500,0015,  00001153,1, 0,00
20100107085028R:A1504,0 15,  00000098, 0, 0
20100107085038R:A1501,0 15,  00001118,0, 0
20100107085039R:A1510,0 15,  00001118, 1, 0, 0, 0
20100107085048R:A1510,0 15,  00001118, 9, 0, 0, 0
20100107085052R:A1503,0 15,  00001118, 0, 0
20100107085052S:A1503,0015,  00001118,01,00
20100107085055R:A1501,0 15,  00000122,0, 0
20100107085056R:A1510,0 15,  00000122, 1, 0, 1, 0
20100107085105R:A1510,0 15,  00000122, 9, 0, 1, 0
20100107085107R:U1500,0 15,  00001118, 0
20100107085107S:U1500,0 15,  00001118,00
20100107085116R:A1504,0 15,  00001118, 0, 0
20100107085116R:A1503,0 15,  00000122, 0, 0
20100107085117S:A1503,0015,  00000122,01,00
20100107085123R:U1500,0 15,  00000122, 0
20100107085123S:U1500,0 15,  00000122,00
20100107085155R:A1504,0 15,  00000122, 0, 0
20100107085204S:A1500,0015,  00000034,1, 0,00
20100107085207R:A1501,0 15,  00000035,0, 0
20100107085207R:A1510,0 15,  00000035, 1, 0, 0, 0
20100107085216R:A1510,0 15,  00000035, 9, 0, 0, 0
20100107085221R:A1503,0 15,  00000035, 0, 0
20100107085221S:A1503,0015,  00000035,01,00
20100107085228R:A1501,0 15,  00000087,0, 0
20100107085228R:A1510,0 15,  00000087, 1, 0, 1, 0
20100107085237R:A1510,0 15,  00000087, 9, 0, 1, 0
20100107085239R:U1500,0 15,  00000035, 0
20100107085239S:U1500,0 15,  00000035,00
20100107085249R:A1504,0 15,  00000035, 0, 0
20100107085249R:A1503,0 15,  00000087, 0, 0
20100107085249S:A1503,0015,  00000087,01,00
20100107085255R:U1500,0 15,  00000087, 0
20100107085255S:U1500,0 15,  00000087,00
20100107085328R:A1504,0 15,  00000087, 0, 0
20100107085340R:A1501,0 15,  00000107,0, 0
20100107085340R:A1510,0 15,  00000107, 1, 0, 0, 0
20100107085349R:A1510,0 15,  00000107, 9, 0, 0, 0
20100107085354R:A1503,0 15,  00000107, 0, 0
