20091210074222S:A1500,0015,  00001043,1, 0,00
20091210081539R:A1504,0 15,  00001031, 0, 0
20091210081539R:A1503,0 15,  00001136, 0, 0
20091210081540S:A1503,0015,  00001136,01,00
20091210081551R:A1501,0 15,  00001192,0, 0
20091210081551R:A1510,0 15,  00001192, 1, 0, 1, 0
20091210081557R:U1500,0 15,  00001136, 0
20091210081557S:U1500,0 15,  00001136,00
20091210081600R:A1510,0 15,  00001192, 9, 0, 0, 0
20091210081619R:A1504,0 15,  00001136, 0, 0
20091210081619R:A1503,0 15,  00001192, 0, 0
20091210081620S:A1503,0015,  00001192,01,00
20091210081625R:U1500,0 15,  00001192, 0
20091210081625S:U1500,0 15,  00001192,00
20091210081658R:A1504,0 15,  00001192, 0, 0
20091210081716R:A1501,0 15,  00000188,0, 0
20091210081716R:A1510,0 15,  00000188, 1, 0, 0, 0
20091210081716S:A1500,0015,  00001267,1, 0,00
20091210081725R:A1510,0 15,  00000188, 9, 0, 0, 0
20091210081727S:A1500,0015,  00001019,1, 0,00
20091210081729R:A1503,0 15,  00000188, 0, 0
20091210081730S:A1503,0015,  00000188,01,00
20091210081738R:A1501,0 15,  00001041,0, 0
20091210081738R:A1510,0 15,  00001041, 1, 0, 1, 0
20091210081747R:A1510,0 15,  00001041, 9, 0, 1, 0
20091210081749R:U1500,0 15,  00000188, 0
20091210081749S:U1500,0 15,  00000188,00
20091210081752S:A1500,0015,  00000141,1, 0,00
20091210081758R:A1504,0 15,  00000188, 0, 0
20091210081758R:A1503,0 15,  00001041, 0, 0
20091210081800S:A1503,0015,  00001041,01,00
20091210081806R:U1500,0 15,  00001041, 0
20091210081806S:U1500,0 15,  00001041,00
20091210081838R:A1504,0 15,  00001041, 0, 0
20091210082116R:A1501,0 15,  00000154,0, 0
20091210082116R:A1510,0 15,  00000154, 1, 0, 0, 0
20091210082125R:A1510,0 15,  00000154, 9, 0, 0, 0
20091210082130R:A1503,0 15,  00000154, 0, 0
20091210082130S:A1503,0015,  00000154,01,00
20091210082132R:A1501,0 15,  00000172,0, 0
20091210082132R:A1510,0 15,  00000172, 1, 0, 1, 0
20091210082141R:A1510,0 15,  00000172, 9, 0, 1, 0
20091210082144R:U1500,0 15,  00000154, 0
20091210082144S:U1500,0 15,  00000154,00
20091210082153R:A1504,0 15,  00000154, 0, 0
20091210082153R:A1503,0 15,  00000172, 0, 0
20091210082154S:A1503,0015,  00000172,01,00
20091210082202S:A1500,0015,  00000166,1, 0,00
20091210082204R:A1501,0 15,  00000186,0, 0
20091210082204R:A1510,0 15,  00000186, 1, 0, 1, 0
20091210082210R:U1500,0 15,  00000172, 0
20091210082210S:U1500,0 15,  00000172,00
20091210082213R:A1510,0 15,  00000186, 9, 0, 0, 0
20091210082233R:A1504,0 15,  00000172, 0, 0
20091210082233R:A1503,0 15,  00000186, 0, 0
20091210082233S:A1503,0015,  00000186,01,00
20091210082239R:U1500,0 15,  00000186, 0
20091210082239S:U1500,0 15,  00000186,00
20091210082251S:A1500,0015,  00001170,1, 0,00
20091210082312R:A1504,0 15,  00000186, 0, 0
20091210082315S:A1500,0015,  00000090,1, 0,00
20091210082322R:A1501,0 15,  00001027,0, 0
20091210082322R:A1510,0 15,  00001027, 1, 0, 0, 0
20091210082331R:A1510,0 15,  00001027, 9, 0, 0, 0
20091210082333S:A1500,0015,  00000108,1, 0,00
20091210082336R:A1503,0 15,  00001027, 0, 0
20091210082336S:A1503,0015,  00001027,01,00
20091210082339R:A1501,0 15,  00000111,0, 0
20091210082339R:A1510,0 15,  00000111, 1, 0, 1, 0
20091210082348R:A1510,0 15,  00000111, 9, 0, 1, 0
20091210082350R:U1500,0 15,  00001027, 0
20091210082350S:U1500,0 15,  00001027,00
20091210082359R:A1504,0 15,  00001027, 0, 0
20091210082359R:A1503,0 15,  00000111, 0, 0
20091210082400S:A1503,0015,  00000111,01,00
20091210082406R:U1500,0 15,  00000111, 0
20091210082406S:U1500,0 15,  00000111,00
20091210082439R:A1504,0 15,  00000111, 0, 0
20091210082450R:A1501,0 15,  00001148,0, 0
20091210082450R:A1510,0 15,  00001148, 1, 0, 0, 0
20091210082459R:A1510,0 15,  00001148, 9, 0, 0, 0
20091210082504R:A1503,0 15,  00001148, 0, 0
20091210082504S:A1503,0015,  00001148,01,00
20091210082510R:U1500,0 15,  00001148, 0
20091210082510S:U1500,0 15,  00001148,00
20091210082519R:A1504,0 15,  00001148, 0, 0
20091210082555R:A1501,0 15,  00000138,0, 0
20091210082556R:A1510,0 15,  00000138, 1, 0, 0, 0
20091210082605R:A1510,0 15,  00000138, 9, 0, 0, 0
20091210082609R:A1503,0 15,  00000138, 0, 0
20091210082609S:A1503,0015,  00000138,01,00
20091210082612S:A1500,0015,  00001292,1, 0,00
20091210082616R:A1501,0 15,  00001103,0, 0
20091210082616R:A1510,0 15,  00001103, 1, 0, 1, 0
20091210082625R:A1510,0 15,  00001103, 9, 0, 1, 0
20091210082627R:U1500,0 15,  00000138, 0
20091210082628S:U1500,0 15,  00000138,00
20091210082636S:A1500,0015,  00001194,1, 0,00
20091210082637R:A1504,0 15,  00000138, 0, 0
20091210082637R:A1503,0 15,  00001103, 0, 0
20091210082638S:A1503,0015,  00001103,01,00
20091210082643R:U1500,0 15,  00001103, 0
20091210082643S:U1500,0 15,  00001103,00
20091210082716R:A1504,0 15,  00001103, 0, 0
20091210082728R:A1501,0 15,  00001286,0, 0
20091210082729R:A1510,0 15,  00001286, 1, 0, 0, 0
20091210082738R:A1510,0 15,  00001286, 9, 0, 0, 0
20091210082740S:A1500,0015,  00001029,1, 0,00
20091210082742R:A1503,0 15,  00001286, 0, 0
20091210082742S:A1503,0015,  00001286,01,00
20091210082748R:U1500,0 15,  00001286, 0
20091210082748S:U1500,0 15,  00001286,00
20091210082756S:A1500,0015,  00001005,1, 0,00
20091210082756R:A1504,0 15,  00001286, 0, 0
20091210082808S:A1500,0015,  00001196,1, 0,00
20091210082825S:A1500,0015,  00001294,1, 0,00
20091210082837S:A1500,0015,  00000135,1, 0,00
20091210082854R:A1501,0 15,  00001260,0, 0
20091210082854R:A1510,0 15,  00001260, 1, 0, 0, 0
20091210082903R:A1510,0 15,  00001260, 9, 0, 0, 0
20091210082908R:A1503,0 15,  00001260, 0, 0
20091210082908S:A1503,0015,  00001260,01,00
20091210082915R:A1501,0 15,  00000140,0, 0
20091210082915R:A1510,0 15,  00000140, 1, 0, 1, 0
20091210082924R:A1510,0 15,  00000140, 9, 0, 1, 0
20091210082926R:U1500,0 15,  00001260, 0
20091210082926S:U1500,0 15,  00001260,00
20091210082935R:A1504,0 15,  00001260, 0, 0
20091210082935R:A1503,0 15,  00000140, 0, 0
20091210082936S:A1503,0015,  00000140,01,00
20091210082942R:U1500,0 15,  00000140, 0
20091210082942S:U1500,0 15,  00000140,00
20091210083015R:A1504,0 15,  00000140, 0, 0
20091210083027R:A1501,0 15,  00000167,0, 0
20091210083027R:A1510,0 15,  00000167, 1, 0, 0, 0
20091210083036R:A1510,0 15,  00000167, 9, 0, 0, 0
20091210083041R:A1503,0 15,  00000167, 0, 0
20091210083041S:A1503,0015,  00000167,01,00
20091210083044S:A1500,0015,  00001195,1, 0,00
20091210083047R:U1500,0 15,  00000167, 0
20091210083047S:U1500,0 15,  00000167,00
20091210083055R:A1504,0 15,  00000167, 0, 0
20091210083058S:A1500,0015,  00000192,1, 0,00
20091210083113S:A1500,0015,  00001271,1, 0,00
20091210083202R:A1501,0 15,  00000116,0, 0
20091210083202R:A1510,0 15,  00000116, 1, 0, 0, 0
20091210083211R:A1510,0 15,  00000116, 9, 0, 0, 0
20091210083216R:A1503,0 15,  00000116, 0, 0
20091210083216S:A1503,0015,  00000116,01,00
20091210083218R:A1501,0 15,  00001251,0, 0
20091210083218R:A1510,0 15,  00001251, 1, 0, 1, 0
20091210083227R:A1510,0 15,  00001251, 9, 0, 1, 0
20091210083229R:U1500,0 15,  00000116, 0
20091210083229S:U1500,0 15,  00000116,00
20091210083239R:A1504,0 15,  00000116, 0, 0
20091210083239R:A1503,0 15,  00001251, 0, 0
20091210083240S:A1503,0015,  00001251,01,00
20091210083250R:A1501,0 15,  00001177,0, 0
20091210083250R:A1510,0 15,  00001177, 1, 0, 1, 0
20091210083256R:U1500,0 15,  00001251, 0
20091210083256S:U1500,0 15,  00001251,00
20091210083259R:A1510,0 15,  00001177, 9, 0, 0, 0
20091210083319R:A1504,0 15,  00001251, 0, 0
20091210083319R:A1503,0 15,  00001177, 0, 0
20091210083320S:A1503,0015,  00001177,01,00
20091210083325R:U1500,0 15,  00001177, 0
20091210083325S:U1500,0 15,  00001177,00
20091210083359R:A1504,0 15,  00001177, 0, 0
20091210083408S:A1500,0015,  00001298,1, 0,00
20091210083418S:A1500,0015,  00001275,1, 0,00
20091210083435S:A1500,0015,  00001161,1, 0,00
20091210083649R:A1501,0 15,  00001267,0, 0
20091210083649R:A1510,0 15,  00001267, 1, 0, 0, 0
20091210083658R:A1510,0 15,  00001267, 9, 0, 0, 0
20091210083703R:A1503,0 15,  00001267, 0, 0
20091210083703S:A1503,0015,  00001267,01,00
20091210083710R:A1501,0 15,  00001019,0, 0
20091210083710R:A1510,0 15,  00001019, 1, 0, 1, 0
20091210083719R:A1510,0 15,  00001019, 9, 0, 1, 0
20091210083721R:U1500,0 15,  00001267, 0
20091210083721S:U1500,0 15,  00001267,00
20091210083731R:A1504,0 15,  00001267, 0, 0
20091210083731R:A1503,0 15,  00001019, 0, 0
20091210083732S:A1503,0015,  00001019,01,00
20091210083737R:U1500,0 15,  00001019, 0
20091210083737S:U1500,0 15,  00001019,00
20091210083810R:A1504,0 15,  00001019, 0, 0
20091210083822R:A1501,0 15,  00000141,0, 0
20091210083822R:A1510,0 15,  00000141, 1, 0, 0, 0
20091210083831R:A1510,0 15,  00000141, 9, 0, 0, 0
20091210083836R:A1503,0 15,  00000141, 0, 0
20091210083836S:A1503,0015,  00000141,01,00
20091210083842R:U1500,0 15,  00000141, 0
20091210083842S:U1500,0 15,  00000141,00
20091210083850R:A1504,0 15,  00000141, 0, 0
20091210083858S:A1500,0015,  00000036,1, 0,00
20091210083941R:A1501,0 15,  00000166,0, 0
20091210083941R:A1510,0 15,  00000166, 1, 0, 0, 0
20091210083950R:A1510,0 15,  00000166, 9, 0, 0, 0
20091210083955R:A1503,0 15,  00000166, 0, 0
20091210083955S:A1503,0015,  00000166,01,00
20091210084002R:A1501,0 15,  00001170,0, 0
20091210084002R:A1510,0 15,  00001170, 1, 0, 1, 0
20091210084011R:A1510,0 15,  00001170, 9, 0, 1, 0
20091210084013R:U1500,0 15,  00000166, 0
20091210084013S:U1500,0 15,  00000166,00
20091210084023R:A1504,0 15,  00000166, 0, 0
20091210084023R:A1503,0 15,  00001170, 0, 0
20091210084023S:A1503,0015,  00001170,01,00
20091210084029R:U1500,0 15,  00001170, 0
20091210084029S:U1500,0 15,  00001170,00
20091210084102R:A1504,0 15,  00001170, 0, 0
20091210084114R:A1501,0 15,  00000090,0, 0
20091210084114R:A1510,0 15,  00000090, 1, 0, 0, 0
20091210084123R:A1510,0 15,  00000090, 9, 0, 0, 0
20091210084128R:A1503,0 15,  00000090, 0, 0
20091210084128S:A1503,0015,  00000090,01,00
20091210084134R:U1500,0 15,  00000090, 0
20091210084134S:U1500,0 15,  00000090,00
20091210084142R:A1504,0 15,  00000090, 0, 0
20091210084142S:A1500,0015,  00001153,1, 0,00
20091210084249R:A1501,0 15,  00000108,0, 0
20091210084249R:A1510,0 15,  00000108, 1, 0, 0, 0
20091210084258R:A1510,0 15,  00000108, 9, 0, 0, 0
20091210084302R:A1503,0 15,  00000108, 0, 0
20091210084303S:A1503,0015,  00000108,01,00
20091210084305R:A1501,0 15,  00001194,0, 0
20091210084305R:A1510,0 15,  00001194, 1, 0, 1, 0
20091210084314R:A1510,0 15,  00001194, 9, 0, 1, 0
20091210084316R:U1500,0 15,  00000108, 0
20091210084316S:U1500,0 15,  00000108,00
20091210084325R:A1504,0 15,  00000108, 0, 0
20091210084325R:A1503,0 15,  00001194, 0, 0
20091210084326S:A1503,0015,  00001194,01,00
20091210084332R:U1500,0 15,  00001194, 0
20091210084332S:U1500,0 15,  00001194,00
20091210084347R:A1504,0 15,  00001194, 0, 0
20091210084358R:A1501,0 15,  00001005,0, 0
20091210084358R:A1510,0 15,  00001005, 1, 0, 0, 0
20091210084407R:A1510,0 15,  00001005, 9, 0, 0, 0
20091210084412R:A1503,0 15,  00001005, 0, 0
20091210084412S:A1503,0015,  00001005,01,00
20091210084415R:A1501,0 15,  00000192,0, 0
20091210084415R:A1510,0 15,  00000192, 1, 0, 1, 0
20091210084424R:A1510,0 15,  00000192, 9, 0, 1, 0
20091210084426R:U1500,0 15,  00001005, 0
20091210084426S:U1500,0 15,  00001005,00
20091210084435R:A1504,0 15,  00001005, 0, 0
20091210084435R:A1503,0 15,  00000192, 0, 0
20091210084436S:A1503,0015,  00000192,01,00
20091210084442R:U1500,0 15,  00000192, 0
20091210084442S:U1500,0 15,  00000192,00
20091210084515R:A1504,0 15,  00000192, 0, 0
20091210084526R:A1501,0 15,  00001271,0, 0
20091210084526R:A1510,0 15,  00001271, 1, 0, 0, 0
20091210084535R:A1510,0 15,  00001271, 9, 0, 0, 0
20091210084540R:A1503,0 15,  00001271, 0, 0
20091210084540S:A1503,0015,  00001271,01,00
20091210084546R:U1500,0 15,  00001271, 0
20091210084546S:U1500,0 15,  00001271,00
20091210084555R:A1504,0 15,  00001271, 0, 0
20091210084617S:A1500,0015,  00001296,1, 0,00
20091210084640R:A1501,0 15,  00001292,0, 0
20091210084640R:A1510,0 15,  00001292, 1, 0, 0, 0
20091210084649R:A1510,0 15,  00001292, 9, 0, 0, 0
20091210084654R:A1503,0 15,  00001292, 0, 0
20091210084654S:A1503,0015,  00001292,01,00
20091210084700R:U1500,0 15,  00001292, 0
20091210084700S:U1500,0 15,  00001292,00
20091210084703R:A1504,0 15,  00001292, 0, 0
20091210084715R:A1501,0 15,  00001029,0, 0
20091210084715R:A1510,0 15,  00001029, 1, 0, 0, 0
20091210084724R:A1510,0 15,  00001029, 9, 0, 0, 0
20091210084729R:A1503,0 15,  00001029, 0, 0
20091210084729S:A1503,0015,  00001029,01,00
20091210084737R:A1501,0 15,  00001196,0, 0
20091210084737R:A1510,0 15,  00001196, 1, 0, 1, 0
20091210084746R:A1510,0 15,  00001196, 9, 0, 1, 0
20091210084748R:U1500,0 15,  00001029, 0
20091210084748S:U1500,0 15,  00001029,00
20091210084757R:A1504,0 15,  00001029, 0, 0
20091210084757R:A1503,0 15,  00001196, 0, 0
20091210084758S:A1503,0015,  00001196,01,00
20091210084803R:U1500,0 15,  00001196, 0
20091210084803S:U1500,0 15,  00001196,00
20091210084824R:A1504,0 15,  00001196, 0, 0
20091210085018R:A1501,0 15,  00001294,0, 0
20091210085018R:A1510,0 15,  00001294, 1, 0, 0, 0
20091210085027R:A1510,0 15,  00001294, 9, 0, 0, 0
20091210085032R:A1503,0 15,  00001294, 0, 0
20091210085032S:A1503,0015,  00001294,01,00
20091210085039R:A1501,0 15,  00000135,0, 0
20091210085039R:A1510,0 15,  00000135, 1, 0, 1, 0
20091210085048R:A1510,0 15,  00000135, 9, 0, 1, 0
20091210085050S:A1500,0015,  00001198,1, 0,00
20091210085050R:U1500,0 15,  00001294, 0
20091210085050S:U1500,0 15,  00001294,00
20091210085100R:A1504,0 15,  00001294, 0, 0
20091210085100R:A1503,0 15,  00000135, 0, 0
20091210085100S:A1503,0015,  00000135,01,00
20091210085106R:U1500,0 15,  00000135, 0
20091210085106S:U1500,0 15,  00000135,00
20091210085140R:A1504,0 15,  00000135, 0, 0
20091210085152R:A1501,0 15,  00001195,0, 0
20091210085152R:A1510,0 15,  00001195, 1, 0, 0, 0
20091210085201R:A1510,0 15,  00001195, 9, 0, 0, 0
20091210085205R:A1503,0 15,  00001195, 0, 0
20091210085205S:A1503,0015,  00001195,01,00
20091210085211R:U1500,0 15,  00001195, 0
20091210085211S:U1500,0 15,  00001195,00
20091210085215S:A1500,0015,  00000140,1, 0,00
20091210085219R:A1504,0 15,  00001195, 0, 0
20091210085242R:A1501,0 15,  00001298,0, 0
20091210085242R:A1510,0 15,  00001298, 1, 0, 0, 0
20091210085251R:A1510,0 15,  00001298, 9, 0, 0, 0
20091210085256R:A1503,0 15,  00001298, 0, 0
20091210085256S:A1503,0015,  00001298,01,00
20091210085258R:A1501,0 15,  00001275,0, 0
20091210085258R:A1510,0 15,  00001275, 1, 0, 1, 0
20091210085307R:A1510,0 15,  00001275, 9, 0, 1, 0
20091210085309R:U1500,0 15,  00001298, 0
20091210085309S:U1500,0 15,  00001298,00
20091210085319R:A1504,0 15,  00001298, 0, 0
20091210085319R:A1503,0 15,  00001275, 0, 0
