20100116080503S:A1500,0015,  00001019,1, 0,00
20100116083142R:A1501,0 15,  00000029,0, 0
20100116083142R:A1510,0 15,  00000029, 1, 0, 0, 0
20100116083151R:A1510,0 15,  00000029, 9, 0, 0, 0
20100116083156R:A1503,0 15,  00000029, 0, 0
20100116083156S:A1503,0015,  00000029,01,00
20100116083204R:A1501,0 15,  00001265,0, 0
20100116083204R:A1510,0 15,  00001265, 1, 0, 1, 0
20100116083213R:A1510,0 15,  00001265, 9, 0, 1, 0
20100116083215R:U1500,0 15,  00000029, 0
20100116083215S:U1500,0 15,  00000029,00
20100116083225R:A1504,0 15,  00000029, 0, 0
20100116083225R:A1503,0 15,  00001265, 0, 0
20100116083225S:A1503,0015,  00001265,01,00
20100116083231R:U1500,0 15,  00001265, 0
20100116083231S:U1500,0 15,  00001265,00
20100116083304R:A1504,0 15,  00001265, 0, 0
20100116083304R:I1503,0 15,0100, 0, 0, 0, 0
20100116083702S:A1500,0015,  00000154,1, 0,00
20100116083702R:I1503,0 15,0101, 0, 0, 0, 0
20100116083714S:A1500,0015,  00000193,1, 0,00
20100116083731R:A1501,0 15,  00000154,0, 0
20100116083731R:A1510,0 15,  00000154, 1, 0, 0, 0
20100116083731S:A1500,0015,  00001182,1, 0,00
20100116083740R:A1510,0 15,  00000154, 9, 0, 0, 0
20100116083745R:A1503,0 15,  00000154, 0, 0
20100116083745S:A1503,0015,  00000154,01,00
20100116083754R:A1501,0 15,  00000193,0, 0
20100116083754R:A1510,0 15,  00000193, 1, 0, 1, 0
20100116083754S:A1500,0015,  00001186,1, 0,00
20100116083803R:A1510,0 15,  00000193, 9, 0, 1, 0
20100116083805R:U1500,0 15,  00000154, 0
20100116083805S:U1500,0 15,  00000154,00
20100116083814R:A1504,0 15,  00000154, 0, 0
20100116083814R:A1503,0 15,  00000193, 0, 0
20100116083815S:A1503,0015,  00000193,01,00
20100116083816S:A1500,0015,  00001261,1, 0,00
20100116083820R:U1500,0 15,  00000193, 0
20100116083820S:U1500,0 15,  00000193,00
20100116083854R:A1504,0 15,  00000193, 0, 0
20100116083906R:A1501,0 15,  00001182,0, 0
20100116083906R:A1510,0 15,  00001182, 1, 0, 0, 0
20100116083915R:A1510,0 15,  00001182, 9, 0, 0, 0
20100116083920R:A1503,0 15,  00001182, 0, 0
20100116083920S:A1503,0015,  00001182,01,00
20100116083928R:A1501,0 15,  00001186,0, 0
20100116083928S:A1500,0015,  00000093,1, 0,00
20100116083928R:A1510,0 15,  00001186, 1, 0, 1, 0
20100116083937R:A1510,0 15,  00001186, 9, 0, 1, 0
20100116083940R:U1500,0 15,  00001182, 0
20100116083940S:U1500,0 15,  00001182,00
20100116083949R:A1504,0 15,  00001182, 0, 0
20100116083949R:A1503,0 15,  00001186, 0, 0
20100116083950S:A1503,0015,  00001186,01,00
20100116083951S:A1500,0015,  00001266,1, 0,00
20100116083955R:U1500,0 15,  00001186, 0
20100116083955S:U1500,0 15,  00001186,00
20100116084028R:A1504,0 15,  00001186, 0, 0
20100116084041R:A1501,0 15,  00001261,0, 0
20100116084041R:A1510,0 15,  00001261, 1, 0, 0, 0
20100116084050R:A1510,0 15,  00001261, 9, 0, 0, 0
20100116084054R:A1503,0 15,  00001261, 0, 0
20100116084055S:A1503,0015,  00001261,01,00
20100116084103R:A1501,0 15,  00000093,0, 0
20100116084103R:A1510,0 15,  00000093, 1, 0, 1, 0
20100116084103S:A1500,0015,  00000148,1, 0,00
20100116084112R:A1510,0 15,  00000093, 9, 0, 1, 0
20100116084114R:U1500,0 15,  00001261, 0
20100116084114S:U1500,0 15,  00001261,00
20100116084123R:A1504,0 15,  00001261, 0, 0
20100116084123R:A1503,0 15,  00000093, 0, 0
20100116084125S:A1503,0015,  00000093,01,00
20100116084125S:A1500,0015,  00001041,1, 0,00
20100116084136R:A1501,0 15,  00001266,0, 0
20100116084136R:A1510,0 15,  00001266, 1, 0, 1, 0
20100116084141R:U1500,0 15,  00000093, 0
20100116084141S:U1500,0 15,  00000093,00
20100116084145R:A1510,0 15,  00001266, 9, 0, 0, 0
20100116084203R:A1504,0 15,  00000093, 0, 0
20100116084203R:A1503,0 15,  00001266, 0, 0
20100116084204S:A1503,0015,  00001266,01,00
20100116084209R:U1500,0 15,  00001266, 0
20100116084210S:U1500,0 15,  00001266,00
20100116084243R:A1504,0 15,  00001266, 0, 0
20100116084255R:A1501,0 15,  00000148,0, 0
20100116084256R:A1510,0 15,  00000148, 1, 0, 0, 0
20100116084305R:A1510,0 15,  00000148, 9, 0, 0, 0
20100116084309R:A1503,0 15,  00000148, 0, 0
20100116084309S:A1503,0015,  00000148,01,00
20100116084318R:A1501,0 15,  00001041,0, 0
20100116084318R:A1510,0 15,  00001041, 1, 0, 1, 0
20100116084327R:A1510,0 15,  00001041, 9, 0, 1, 0
20100116084329R:U1500,0 15,  00000148, 0
20100116084329S:U1500,0 15,  00000148,00
20100116084338R:A1504,0 15,  00000148, 0, 0
20100116084338R:A1503,0 15,  00001041, 0, 0
20100116084339S:A1503,0015,  00001041,01,00
20100116084345R:U1500,0 15,  00001041, 0
20100116084345S:U1500,0 15,  00001041,00
20100116084418R:A1504,0 15,  00001041, 0, 0
20100116084418R:I1503,0 15,0100, 0, 0, 0, 0
20100116085053S:A1500,0015,  00000125,1, 0,00
20100116085053R:I1503,0 15,0101, 0, 0, 0, 0
20100116085106S:A1500,0015,  00001042,1, 0,00
20100116085121R:A1501,0 15,  00000125,0, 0
20100116085122R:A1510,0 15,  00000125, 1, 0, 0, 0
20100116085123S:A1500,0015,  00000065,1, 0,00
20100116085131R:A1510,0 15,  00000125, 9, 0, 0, 0
20100116085135R:A1503,0 15,  00000125, 0, 0
20100116085135S:A1503,0015,  00000125,01,00
20100116085144R:A1501,0 15,  00001042,0, 0
20100116085144R:A1510,0 15,  00001042, 1, 0, 1, 0
20100116085145S:A1500,0015,  00001018,1, 0,00
20100116085153R:A1510,0 15,  00001042, 9, 0, 1, 0
20100116085155R:U1500,0 15,  00000125, 0
20100116085155S:U1500,0 15,  00000125,00
20100116085204R:A1504,0 15,  00000125, 0, 0
20100116085204R:A1503,0 15,  00001042, 0, 0
20100116085208S:A1500,0015,  00000010,1, 0,00
20100116085217R:A1501,0 15,  00000065,0, 0
20100116085217R:A1510,0 15,  00000065, 1, 0, 1, 0
20100116085226R:A1510,0 15,  00000065, 9, 0, 1, 0
20100116085239R:A1501,0 15,  00001018,0, 0
20100116085239R:A1510,0 15,  00001018, 1, 0, 2, 0
20100116085240S:A1500,0015,  00000124,1, 0,00
20100116085248R:A1510,0 15,  00001018, 9, 0, 2, 0
20100116085300S:A1503,0015,  00001042,01,00
20100116085302R:A1501,0 15,  00000010,0, 0
20100116085302R:A1510,0 15,  00000010, 1, 0, 3, 0
20100116085302S:A1500,0015,  00001222,1, 0,00
20100116085311R:A1510,0 15,  00000010, 9, 0, 3, 0
20100116085313R:U1500,0 15,  00001042, 0
20100116085313S:U1500,0 15,  00001042,00
20100116085321R:A1504,0 15,  00001042, 0, 0
20100116085321R:A1503,0 15,  00000065, 0, 0
20100116085333R:A1501,0 15,  00000124,0, 0
20100116085333R:A1510,0 15,  00000124, 1, 0, 3, 0
20100116085342R:A1510,0 15,  00000124, 9, 0, 3, 0
20100116085350S:A1503,0015,  00000065,01,00
20100116085356R:A1501,0 15,  00001222,0, 0
20100116085356R:A1510,0 15,  00001222, 1, 0, 4, 0
20100116085405R:A1510,0 15,  00001222, 9, 0, 4, 0
20100116085407R:U1500,0 15,  00000065, 0
20100116085407S:U1500,0 15,  00000065,00
20100116085415R:A1504,0 15,  00000065, 0, 0
20100116085415R:A1503,0 15,  00001018, 0, 0
20100116091027S:A1503,0015,  00001018,01,00
20100116091033R:U1500,0 15,  00001018, 0
20100116091033S:U1500,0 15,  00001018,00
20100116091036R:A1504,0 15,  00001018, 0, 0
20100116091036R:A1503,0 15,  00000010, 0, 0
20100116091036S:A1503,0015,  00000010,01,00
20100116091042R:U1500,0 15,  00000010, 0
20100116091042S:U1500,0 15,  00000010,00
20100116091115R:A1504,0 15,  00000010, 0, 0
20100116091115R:A1503,0 15,  00000124, 0, 0
20100116091116S:A1503,0015,  00000124,01,00
20100116091122R:U1500,0 15,  00000124, 0
20100116091122S:U1500,0 15,  00000124,00
20100116091155R:A1504,0 15,  00000124, 0, 0
20100116091155R:A1503,0 15,  00001222, 0, 0
20100116091156S:A1503,0015,  00001222,01,00
20100116091202R:U1500,0 15,  00001222, 0
20100116091202S:U1500,0 15,  00001222,00
20100116091236R:A1504,0 15,  00001222, 0, 0
20100116091236R:I1503,0 15,0100, 0, 0, 0, 0
20100116092459S:A1500,0015,  00001268,1, 0,00
20100116092500R:I1503,0 15,0101, 0, 0, 0, 0
20100116092528R:A1501,0 15,  00001268,0, 0
20100116092528R:A1510,0 15,  00001268, 1, 0, 0, 0
20100116092537R:A1510,0 15,  00001268, 9, 0, 0, 0
20100116092542R:A1503,0 15,  00001268, 0, 0
20100116092542S:A1503,0015,  00001268,01,00
20100116092548R:U1500,0 15,  00001268, 0
20100116092548S:U1500,0 15,  00001268,00
20100116092550R:A1504,0 15,  00001268, 0, 0
20100116092551R:I1503,0 15,0100, 0, 0, 0, 0
20100116094240S:A1500,0015,  00001041,1, 0,00
20100116094240R:I1503,0 15,0101, 0, 0, 0, 0
20100116094309R:A1501,0 15,  00001041,0, 0
20100116094309R:A1510,0 15,  00001041, 1, 0, 0, 0
20100116094318R:A1510,0 15,  00001041, 9, 0, 0, 0
20100116094322R:A1503,0 15,  00001041, 0, 0
20100116094323S:A1503,0015,  00001041,01,00
20100116094328R:U1500,0 15,  00001041, 0
20100116094329S:U1500,0 15,  00001041,00
20100116094331R:A1504,0 15,  00001041, 0, 0
20100116094331R:I1503,0 15,0100, 0, 0, 0, 0
20100116095455S:A1500,0015,  00000148,1, 0,00
20100116095455R:I1503,0 15,0101, 0, 0, 0, 0
20100116095524R:A1501,0 15,  00000148,0, 0
20100116095524R:A1510,0 15,  00000148, 1, 0, 0, 0
20100116095533R:A1510,0 15,  00000148, 9, 0, 0, 0
20100116095537R:A1503,0 15,  00000148, 0, 0
20100116095538S:A1503,0015,  00000148,01,00
20100116095543R:U1500,0 15,  00000148, 0
20100116095543S:U1500,0 15,  00000148,00
20100116095546R:A1504,0 15,  00000148, 0, 0
20100116095546R:I1503,0 15,0100, 0, 0, 0, 0
20100116101909S:A1500,0015,  00001266,1, 0,00
20100116101909R:I1503,0 15,0101, 0, 0, 0, 0
20100116101938R:A1501,0 15,  00001266,0, 0
20100116101938R:A1510,0 15,  00001266, 1, 0, 0, 0
20100116101947R:A1510,0 15,  00001266, 9, 0, 0, 0
20100116101952R:A1503,0 15,  00001266, 0, 0
20100116101952S:A1503,0015,  00001266,01,00
20100116101958R:U1500,0 15,  00001266, 0
20100116101958S:U1500,0 15,  00001266,00
20100116102001R:A1504,0 15,  00001266, 0, 0
20100116102001R:I1503,0 15,0100, 0, 0, 0, 0
20100116103604S:A1500,0015,  00000093,1, 0,00
20100116103604R:I1503,0 15,0101, 0, 0, 0, 0
20100116103633R:A1501,0 15,  00000093,0, 0
20100116103633R:A1510,0 15,  00000093, 1, 0, 0, 0
20100116103642R:A1510,0 15,  00000093, 9, 0, 0, 0
20100116103646R:A1503,0 15,  00000093, 0, 0
20100116103647S:A1503,0015,  00000093,01,00
20100116103653R:U1500,0 15,  00000093, 0
20100116103653S:U1500,0 15,  00000093,00
20100116103655R:A1504,0 15,  00000093, 0, 0
20100116103655R:I1503,0 15,0100, 0, 0, 0, 0
