20091201072225S:A1500,0015,  00001153,1, 0,00
20091201072735R:A1503,0 15,  00001200, 0, 0
20091201072736S:A1503,0015,  00001200,01,00
20091201072737S:A1500,0015,  00000127,1, 0,00
20091201072744R:A1501,0 15,  00000119,0, 0
20091201072744R:A1510,0 15,  00000119, 1, 0, 1, 0
20091201072749S:A1500,0015,  00001257,1, 0,00
20091201072753R:A1510,0 15,  00000119, 9, 0, 1, 0
20091201072755R:U1500,0 15,  00001200, 0
20091201072755S:U1500,0 15,  00001200,00
20091201072804R:A1504,0 15,  00001200, 0, 0
20091201072805R:A1503,0 15,  00000119, 0, 0
20091201072805S:A1503,0015,  00000119,01,00
20091201072807S:A1500,0015,  00000040,1, 0,00
20091201072811R:U1500,0 15,  00000119, 0
20091201072811S:U1500,0 15,  00000119,00
20091201072844R:A1504,0 15,  00000119, 0, 0
20091201072856R:A1501,0 15,  00000127,0, 0
20091201072856R:A1510,0 15,  00000127, 1, 0, 0, 0
20091201072905R:A1510,0 15,  00000127, 9, 0, 0, 0
20091201072910R:A1503,0 15,  00000127, 0, 0
20091201072910S:A1503,0015,  00000127,01,00
20091201072919R:A1501,0 15,  00001257,0, 0
20091201072919S:A1500,0015,  00000078,1, 0,00
20091201072919R:A1510,0 15,  00001257, 1, 0, 1, 0
20091201072928R:A1510,0 15,  00001257, 9, 0, 1, 0
20091201072930R:U1500,0 15,  00000127, 0
20091201072930S:U1500,0 15,  00000127,00
20091201072939R:A1504,0 15,  00000127, 0, 0
20091201072939R:A1503,0 15,  00001257, 0, 0
20091201072940S:A1503,0015,  00001257,01,00
20091201072945R:U1500,0 15,  00001257, 0
20091201072945S:U1500,0 15,  00001257,00
20091201073014S:A1500,0015,  00000181,1, 0,00
20091201073018R:A1504,0 15,  00001257, 0, 0
20091201073031R:A1501,0 15,  00000040,0, 0
20091201073031R:A1510,0 15,  00000040, 1, 0, 0, 0
20091201073040R:A1510,0 15,  00000040, 9, 0, 0, 0
20091201073044R:A1503,0 15,  00000040, 0, 0
20091201073044S:A1503,0015,  00000040,01,00
20091201073053R:A1501,0 15,  00000078,0, 0
20091201073053R:A1510,0 15,  00000078, 1, 0, 1, 0
20091201073102R:A1510,0 15,  00000078, 9, 0, 1, 0
20091201073104R:U1500,0 15,  00000040, 0
20091201073104S:U1500,0 15,  00000040,00
20091201073113R:A1504,0 15,  00000040, 0, 0
20091201073113R:A1503,0 15,  00000078, 0, 0
20091201073114S:A1503,0015,  00000078,01,00
20091201073120R:U1500,0 15,  00000078, 0
20091201073120S:U1500,0 15,  00000078,00
20091201073153R:A1504,0 15,  00000078, 0, 0
20091201073157S:A1500,0015,  00000063,1, 0,00
20091201073205R:A1501,0 15,  00000181,0, 0
20091201073205R:A1510,0 15,  00000181, 1, 0, 0, 0
20091201073214R:A1510,0 15,  00000181, 9, 0, 0, 0
20091201073218R:A1503,0 15,  00000181, 0, 0
20091201073219S:A1503,0015,  00000181,01,00
20091201073227R:A1501,0 15,  00000063,0, 0
20091201073227R:A1510,0 15,  00000063, 1, 0, 1, 0
20091201073236R:A1510,0 15,  00000063, 9, 0, 1, 0
20091201073238R:U1500,0 15,  00000181, 0
20091201073238S:U1500,0 15,  00000181,00
20091201073248R:A1504,0 15,  00000181, 0, 0
20091201073248R:A1503,0 15,  00000063, 0, 0
20091201073248S:A1503,0015,  00000063,01,00
20091201073254R:U1500,0 15,  00000063, 0
20091201073254S:U1500,0 15,  00000063,00
20091201073309R:A1504,0 15,  00000063, 0, 0
20091201073309R:I1503,0 15,0100, 0, 0, 0, 0
20091201073430S:A1500,0015,  00001042,1, 0,00
20091201073430R:I1503,0 15,0101, 0, 0, 0, 0
20091201073542S:A1500,0015,  00001261,1, 0,00
20091201074642R:A1501,0 15,  00001042,0, 0
20091201074642R:A1510,0 15,  00001042, 1, 0, 0, 0
20091201074651R:A1510,0 15,  00001042, 9, 0, 0, 0
20091201074656R:A1503,0 15,  00001042, 0, 0
20091201074656S:A1503,0015,  00001042,01,00
20091201074659R:A1501,0 15,  00001261,0, 0
20091201074659R:A1510,0 15,  00001261, 1, 0, 1, 0
20091201074708R:A1510,0 15,  00001261, 9, 0, 1, 0
20091201074710R:U1500,0 15,  00001042, 0
20091201074710S:U1500,0 15,  00001042,00
20091201074720R:A1504,0 15,  00001042, 0, 0
20091201074720R:A1503,0 15,  00001261, 0, 0
20091201074720S:A1503,0015,  00001261,01,00
20091201074726R:U1500,0 15,  00001261, 0
20091201074726S:U1500,0 15,  00001261,00
20091201074759R:A1504,0 15,  00001261, 0, 0
20091201074759R:I1503,0 15,0100, 0, 0, 0, 0
20091201074804S:A1500,0015,  00000106,1, 0,00
20091201074804R:I1503,0 15,0101, 0, 0, 0, 0
20091201075200S:A1500,0015,  00000131,1, 0,00
20091201075510S:A1500,0015,  00000155,1, 0,00
20091201075742S:A1500,0015,  00000067,1, 0,00
20091201075915R:A1501,0 15,  00000106,0, 0
20091201075915R:A1510,0 15,  00000106, 1, 0, 0, 0
20091201075924R:A1510,0 15,  00000106, 9, 0, 0, 0
20091201075928R:A1503,0 15,  00000106, 0, 0
20091201075929S:A1503,0015,  00000106,01,00
20091201075934R:U1500,0 15,  00000106, 0
20091201075934S:U1500,0 15,  00000106,00
20091201075937R:A1504,0 15,  00000106, 0, 0
20091201080157S:A1500,0015,  00001018,1, 0,00
20091201080219S:A1500,0015,  00001220,1, 0,00
20091201080313R:A1501,0 15,  00000131,0, 0
20091201080313R:A1510,0 15,  00000131, 1, 0, 0, 0
20091201080322R:A1510,0 15,  00000131, 9, 0, 0, 0
20091201080327R:A1503,0 15,  00000131, 0, 0
20091201080327S:A1503,0015,  00000131,01,00
20091201080333R:U1500,0 15,  00000131, 0
20091201080333S:U1500,0 15,  00000131,00
20091201080335R:A1504,0 15,  00000131, 0, 0
20091201080350S:A1500,0015,  00001194,1, 0,00
20091201080628R:A1501,0 15,  00000155,0, 0
20091201080628R:A1510,0 15,  00000155, 1, 0, 0, 0
20091201080629S:A1500,0015,  00000118,1, 0,00
20091201080637R:A1510,0 15,  00000155, 9, 0, 0, 0
20091201080641R:A1503,0 15,  00000155, 0, 0
20091201080642S:A1503,0015,  00000155,01,00
20091201080647R:U1500,0 15,  00000155, 0
20091201080647S:U1500,0 15,  00000155,00
20091201080650R:A1504,0 15,  00000155, 0, 0
20091201080702S:A1500,0015,  00001170,1, 0,00
20091201080714S:A1500,0015,  00001218,1, 0,00
20091201081003R:A1501,0 15,  00000067,0, 0
20091201081004R:A1510,0 15,  00000067, 1, 0, 0, 0
20091201081013R:A1510,0 15,  00000067, 9, 0, 0, 0
20091201081017R:A1503,0 15,  00000067, 0, 0
20091201081017S:A1503,0015,  00000067,01,00
20091201081023R:U1500,0 15,  00000067, 0
20091201081023S:U1500,0 15,  00000067,00
20091201081026R:A1504,0 15,  00000067, 0, 0
20091201081233S:A1500,0015,  00001007,1, 0,00
20091201081255S:A1500,0015,  00001285,1, 0,00
20091201081555S:A1500,0015,  00000088,1, 0,00
20091201081608S:A1500,0015,  00000158,1, 0,00
20091201081819S:A1500,0015,  00000053,1, 0,00
20091201081827R:A1501,0 15,  00000118,0, 0
20091201081827R:A1510,0 15,  00000118, 1, 0, 0, 0
20091201081830S:A1500,0015,  00000147,1, 0,00
20091201081836R:A1510,0 15,  00000118, 9, 0, 0, 0
20091201081840R:A1503,0 15,  00000118, 0, 0
20091201081841S:A1503,0015,  00000118,01,00
20091201081846R:U1500,0 15,  00000118, 0
20091201081846S:U1500,0 15,  00000118,00
20091201081849R:A1504,0 15,  00000118, 0, 0
20091201081849S:A1500,0015,  00000103,1, 0,00
20091201081903R:A1501,0 15,  00001170,0, 0
20091201081904R:A1510,0 15,  00001170, 1, 0, 0, 0
20091201081912S:A1500,0015,  00000054,1, 0,00
20091201081913R:A1510,0 15,  00001170, 9, 0, 0, 0
20091201081917R:A1503,0 15,  00001170, 0, 0
20091201081917S:A1503,0015,  00001170,01,00
20091201081923R:U1500,0 15,  00001170, 0
20091201081923S:U1500,0 15,  00001170,00
20091201081929R:A1504,0 15,  00001170, 0, 0
20091201081941S:A1500,0015,  00000102,1, 0,00
20091201082119R:A1501,0 15,  00001018,0, 0
20091201082119R:A1510,0 15,  00001018, 1, 0, 0, 0
20091201082128R:A1510,0 15,  00001018, 9, 0, 0, 0
20091201082133R:A1503,0 15,  00001018, 0, 0
20091201082133S:A1503,0015,  00001018,01,00
20091201082140R:A1501,0 15,  00001220,0, 0
20091201082140R:A1510,0 15,  00001220, 1, 0, 1, 0
20091201082149R:A1510,0 15,  00001220, 9, 0, 1, 0
20091201082151R:U1500,0 15,  00001018, 0
20091201082151S:U1500,0 15,  00001018,00
20091201082200R:A1504,0 15,  00001018, 0, 0
20091201082200R:A1503,0 15,  00001220, 0, 0
20091201082201S:A1503,0015,  00001220,01,00
20091201082207R:U1500,0 15,  00001220, 0
20091201082207S:U1500,0 15,  00001220,00
20091201082240R:A1504,0 15,  00001220, 0, 0
20091201082252R:A1501,0 15,  00001194,0, 0
20091201082252R:A1510,0 15,  00001194, 1, 0, 0, 0
20091201082301R:A1510,0 15,  00001194, 9, 0, 0, 0
20091201082306R:A1503,0 15,  00001194, 0, 0
20091201082306S:A1503,0015,  00001194,01,00
20091201082314R:A1501,0 15,  00001218,0, 0
20091201082314R:A1510,0 15,  00001218, 1, 0, 1, 0
20091201082323R:A1510,0 15,  00001218, 9, 0, 1, 0
20091201082325R:U1500,0 15,  00001194, 0
20091201082325S:U1500,0 15,  00001194,00
20091201082334R:A1504,0 15,  00001194, 0, 0
20091201082334R:A1503,0 15,  00001218, 0, 0
20091201082335S:A1503,0015,  00001218,01,00
20091201082340R:U1500,0 15,  00001218, 0
20091201082340S:U1500,0 15,  00001218,00
20091201082414R:A1504,0 15,  00001218, 0, 0
20091201082444S:A1500,0015,  00001041,1, 0,00
20091201082503S:A1500,0015,  00001283,1, 0,00
20091201082521S:A1500,0015,  00001042,1, 0,00
20091201082521R:A1501,0 15,  00001007,0, 0
20091201082521R:A1510,0 15,  00001007, 1, 0, 0, 0
20091201082530R:A1510,0 15,  00001007, 9, 0, 0, 0
20091201082532S:A1500,0015,  00001261,1, 0,00
20091201082534R:A1503,0 15,  00001007, 0, 0
20091201082535S:A1503,0015,  00001007,01,00
20091201082540R:U1500,0 15,  00001007, 0
20091201082540S:U1500,0 15,  00001007,00
20091201082543R:A1504,0 15,  00001007, 0, 0
20091201082548S:A1500,0015,  00000106,1, 0,00
20091201082602S:A1500,0015,  00000131,1, 0,00
20091201082614S:A1500,0015,  00000155,1, 0,00
20091201082625S:A1500,0015,  00000067,1, 0,00
20091201082644S:A1500,0015,  00001188,1, 0,00
20091201082702S:A1500,0015,  00001035,1, 0,00
20091201082721S:A1500,0015,  00001189,1, 0,00
20091201083212R:A1501,0 15,  00001285,0, 0
20091201083212R:A1510,0 15,  00001285, 1, 0, 0, 0
20091201083221R:A1510,0 15,  00001285, 9, 0, 0, 0
20091201083226R:A1503,0 15,  00001285, 0, 0
20091201083226S:A1503,0015,  00001285,01,00
20091201083233R:A1501,0 15,  00000088,0, 0
20091201083233R:A1510,0 15,  00000088, 1, 0, 1, 0
20091201083242R:A1510,0 15,  00000088, 9, 0, 1, 0
20091201083244R:U1500,0 15,  00001285, 0
20091201083244S:U1500,0 15,  00001285,00
20091201083253R:A1504,0 15,  00001285, 0, 0
20091201083254R:A1503,0 15,  00000088, 0, 0
20091201083255S:A1503,0015,  00000088,01,00
20091201083305R:A1501,0 15,  00000158,0, 0
20091201083306R:A1510,0 15,  00000158, 1, 0, 1, 0
20091201083311R:U1500,0 15,  00000088, 0
20091201083311S:U1500,0 15,  00000088,00
20091201083315R:A1510,0 15,  00000158, 9, 0, 0, 0
20091201083333R:A1504,0 15,  00000088, 0, 0
20091201083333R:A1503,0 15,  00000158, 0, 0
20091201083335S:A1503,0015,  00000158,01,00
20091201083344R:A1501,0 15,  00000054,0, 0
20091201083344R:A1510,0 15,  00000054, 1, 0, 1, 0
20091201083349R:U1500,0 15,  00000158, 0
20091201083349S:U1500,0 15,  00000158,00
20091201083353R:A1510,0 15,  00000054, 9, 0, 0, 0
20091201083413R:A1504,0 15,  00000158, 0, 0
20091201083413R:A1503,0 15,  00000054, 0, 0
20091201083414S:A1503,0015,  00000054,01,00
20091201083422S:A1500,0015,  00000188,1, 0,00
20091201083424R:A1501,0 15,  00000102,0, 0
20091201083425R:A1510,0 15,  00000102, 1, 0, 1, 0
20091201083430R:U1500,0 15,  00000054, 0
20091201083430S:U1500,0 15,  00000054,00
20091201083433S:A1500,0015,  00000014,1, 0,00
20091201083434R:A1510,0 15,  00000102, 9, 0, 0, 0
20091201083444S:A1500,0015,  00001270,1, 0,00
20091201083453R:A1504,0 15,  00000054, 0, 0
20091201083453R:A1503,0 15,  00000102, 0, 0
20091201083454S:A1503,0015,  00000102,01,00
20091201083500R:U1500,0 15,  00000102, 0
20091201083500S:U1500,0 15,  00000102,00
20091201083533R:A1504,0 15,  00000102, 0, 0
20091201083603R:A1501,0 15,  00000053,0, 0
20091201083603R:A1510,0 15,  00000053, 1, 0, 0, 0
20091201083612R:A1510,0 15,  00000053, 9, 0, 0, 0
20091201083617R:A1503,0 15,  00000053, 0, 0
20091201083617S:A1503,0015,  00000053,01,00
20091201083620R:A1501,0 15,  00000147,0, 0
20091201083620R:A1510,0 15,  00000147, 1, 0, 1, 0
20091201083629R:A1510,0 15,  00000147, 9, 0, 1, 0
20091201083631R:U1500,0 15,  00000053, 0
20091201083631S:U1500,0 15,  00000053,00
20091201083640R:A1504,0 15,  00000053, 0, 0
20091201083640R:A1503,0 15,  00000147, 0, 0
20091201083641S:A1503,0015,  00000147,01,00
20091201083649S:A1500,0015,  00001300,1, 0,00
20091201083651R:A1501,0 15,  00000103,0, 0
20091201083652R:A1510,0 15,  00000103, 1, 0, 1, 0
20091201083657R:U1500,0 15,  00000147, 0
20091201083657S:U1500,0 15,  00000147,00
20091201083659S:A1500,0015,  00000192,1, 0,00
20091201083700R:A1510,0 15,  00000103, 9, 0, 0, 0
20091201083715S:A1500,0015,  00001031,1, 0,00
20091201083720R:A1504,0 15,  00000147, 0, 0
20091201083720R:A1503,0 15,  00000103, 0, 0
20091201083720S:A1503,0015,  00000103,01,00
20091201083726R:U1500,0 15,  00000103, 0
20091201083726S:U1500,0 15,  00000103,00
20091201083731S:A1500,0015,  00000125,1, 0,00
20091201083759R:A1504,0 15,  00000103, 0, 0
20091201083943R:A1501,0 15,  00001261,0, 0
20091201083944R:A1510,0 15,  00001261, 1, 0, 0, 0
20091201083953R:A1510,0 15,  00001261, 9, 0, 0, 0
20091201083957R:A1503,0 15,  00001261, 0, 0
20091201083958S:A1503,0015,  00001261,01,00
20091201084004R:A1501,0 15,  00000106,0, 0
20091201084004R:A1510,0 15,  00000106, 1, 0, 1, 0
20091201084013R:A1510,0 15,  00000106, 9, 0, 1, 0
20091201084015R:U1500,0 15,  00001261, 0
20091201084015S:U1500,0 15,  00001261,00
20091201084025R:A1504,0 15,  00001261, 0, 0
20091201084025R:A1503,0 15,  00000106, 0, 0
20091201084026S:A1503,0015,  00000106,01,00
20091201084032R:U1500,0 15,  00000106, 0
20091201084032S:U1500,0 15,  00000106,00
20091201084104R:A1504,0 15,  00000106, 0, 0
20091201084113S:A1500,0015,  00001048,1, 0,00
20091201084116R:A1501,0 15,  00000131,0, 0
20091201084117R:A1510,0 15,  00000131, 1, 0, 0, 0
20091201084124S:A1500,0015,  00001134,1, 0,00
20091201084125R:A1510,0 15,  00000131, 9, 0, 0, 0
20091201084130R:A1503,0 15,  00000131, 0, 0
20091201084130S:A1503,0015,  00000131,01,00
20091201084135S:A1500,0015,  00000098,1, 0,00
20091201084136R:U1500,0 15,  00000131, 0
20091201084136S:U1500,0 15,  00000131,00
20091201084144R:A1504,0 15,  00000131, 0, 0
20091201084309R:A1501,0 15,  00001041,0, 0
20091201084309R:A1510,0 15,  00001041, 1, 0, 0, 0
20091201084318R:A1510,0 15,  00001041, 9, 0, 0, 0
20091201084322R:A1503,0 15,  00001041, 0, 0
20091201084323S:A1503,0015,  00001041,01,00
20091201084329R:A1501,0 15,  00001283,0, 0
20091201084330R:A1510,0 15,  00001283, 1, 0, 1, 0
20091201084339R:A1510,0 15,  00001283, 9, 0, 1, 0
20091201084341R:U1500,0 15,  00001041, 0
20091201084341S:U1500,0 15,  00001041,00
20091201084350R:A1504,0 15,  00001041, 0, 0
20091201084350R:A1503,0 15,  00001283, 0, 0
20091201084351S:A1503,0015,  00001283,01,00
20091201084402R:A1501,0 15,  00001042,0, 0
20091201084402R:A1510,0 15,  00001042, 1, 0, 1, 0
20091201084408R:U1500,0 15,  00001283, 0
20091201084408S:U1500,0 15,  00001283,00
20091201084411R:A1510,0 15,  00001042, 9, 0, 0, 0
20091201084430R:A1504,0 15,  00001283, 0, 0
20091201084430R:A1503,0 15,  00001042, 0, 0
20091201084431S:A1503,0015,  00001042,01,00
20091201084438S:A1500,0015,  00001289,1, 0,00
20091201084439R:A1501,0 15,  00000155,0, 0
20091201084440R:A1510,0 15,  00000155, 1, 0, 1, 0
20091201084445R:U1500,0 15,  00001042, 0
20091201084445S:U1500,0 15,  00001042,00
20091201084448R:A1510,0 15,  00000155, 9, 0, 0, 0
20091201084449S:A1500,0015,  00001027,1, 0,00
20091201084503R:A1504,0 15,  00001042, 0, 0
20091201084504R:A1503,0 15,  00000155, 0, 0
20091201084504S:A1503,0015,  00000155,01,00
20091201084507S:A1500,0015,  00000090,1, 0,00
20091201084510R:U1500,0 15,  00000155, 0
20091201084510S:U1500,0 15,  00000155,00
20091201084522S:A1500,0015,  00000020,1, 0,00
20091201084544R:A1504,0 15,  00000155, 0, 0
20091201084554R:A1501,0 15,  00000067,0, 0
20091201084555R:A1510,0 15,  00000067, 1, 0, 0, 0
20091201084604R:A1510,0 15,  00000067, 9, 0, 0, 0
20091201084608R:A1503,0 15,  00000067, 0, 0
20091201084608S:A1503,0015,  00000067,01,00
20091201084611R:A1501,0 15,  00001188,0, 0
20091201084611R:A1510,0 15,  00001188, 1, 0, 1, 0
20091201084621R:A1510,0 15,  00001188, 9, 0, 1, 0
20091201084623R:U1500,0 15,  00000067, 0
20091201084623S:U1500,0 15,  00000067,00
20091201084632R:A1504,0 15,  00000067, 0, 0
20091201084632R:A1503,0 15,  00001188, 0, 0
20091201084633S:A1503,0015,  00001188,01,00
20091201084642R:A1501,0 15,  00001035,0, 0
20091201084642R:A1510,0 15,  00001035, 1, 0, 1, 0
20091201084648R:U1500,0 15,  00001188, 0
20091201084648S:U1500,0 15,  00001188,00
20091201084652R:A1510,0 15,  00001035, 9, 0, 0, 0
20091201084711R:A1504,0 15,  00001188, 0, 0
20091201084711R:A1503,0 15,  00001035, 0, 0
20091201084712S:A1503,0015,  00001035,01,00
20091201084718R:U1500,0 15,  00001035, 0
20091201084718S:U1500,0 15,  00001035,00
20091201084720S:A1500,0015,  00001152,1, 0,00
20091201084731S:A1500,0015,  00000041,1, 0,00
20091201084748S:A1500,0015,  00001101,1, 0,00
20091201084751R:A1504,0 15,  00001035, 0, 0
20091201084821R:A1501,0 15,  00001189,0, 0
20091201084821R:A1510,0 15,  00001189, 1, 0, 0, 0
20091201084830R:A1510,0 15,  00001189, 9, 0, 0, 0
20091201084835R:A1503,0 15,  00001189, 0, 0
20091201084835S:A1503,0015,  00001189,01,00
20091201084841R:U1500,0 15,  00001189, 0
20091201084841S:U1500,0 15,  00001189,00
20091201084843R:A1504,0 15,  00001189, 0, 0
20091201085055R:A1501,0 15,  00000188,0, 0
20091201085055R:A1510,0 15,  00000188, 1, 0, 0, 0
20091201085104R:A1510,0 15,  00000188, 9, 0, 0, 0
20091201085108R:A1503,0 15,  00000188, 0, 0
20091201085109S:A1503,0015,  00000188,01,00
20091201085115R:A1501,0 15,  00000014,0, 0
20091201085115R:A1510,0 15,  00000014, 1, 0, 1, 0
20091201085124R:A1510,0 15,  00000014, 9, 0, 1, 0
20091201085126R:U1500,0 15,  00000188, 0
20091201085126S:U1500,0 15,  00000188,00
20091201085136R:A1504,0 15,  00000188, 0, 0
20091201085136R:A1503,0 15,  00000014, 0, 0
20091201085136S:A1503,0015,  00000014,01,00
20091201085142R:U1500,0 15,  00000014, 0
20091201085142S:U1500,0 15,  00000014,00
20091201085215S:A1500,0015,  00000040,1, 0,00
20091201085215R:A1504,0 15,  00000014, 0, 0
20091201085228R:A1501,0 15,  00001270,0, 0
20091201085228R:A1510,0 15,  00001270, 1, 0, 0, 0
20091201085228S:A1500,0015,  00000063,1, 0,00
20091201085237R:A1510,0 15,  00001270, 9, 0, 0, 0
20091201085241R:A1503,0 15,  00001270, 0, 0
20091201085241S:A1503,0015,  00001270,01,00
20091201085247R:U1500,0 15,  00001270, 0
20091201085247S:U1500,0 15,  00001270,00
20091201085255R:A1504,0 15,  00001270, 0, 0
20091201085333R:A1501,0 15,  00000125,0, 0
20091201085334R:A1510,0 15,  00000125, 1, 0, 0, 0
20091201085343R:A1510,0 15,  00000125, 9, 0, 0, 0
20091201085347R:A1503,0 15,  00000125, 0, 0
20091201085348S:A1503,0015,  00000125,01,00
20091201085353R:U1500,0 15,  00000125, 0
20091201085353S:U1500,0 15,  00000125,00
20091201085356R:A1504,0 15,  00000125, 0, 0
20091201085421R:A1501,0 15,  00001300,0, 0
20091201085421R:A1510,0 15,  00001300, 1, 0, 0, 0
20091201085430R:A1510,0 15,  00001300, 9, 0, 0, 0
20091201085434R:A1503,0 15,  00001300, 0, 0
20091201085435S:A1503,0015,  00001300,01,00
20091201085442R:A1501,0 15,  00000192,0, 0
20091201085442R:A1510,0 15,  00000192, 1, 0, 1, 0
20091201085451R:A1510,0 15,  00000192, 9, 0, 1, 0
20091201085453R:U1500,0 15,  00001300, 0
20091201085453S:U1500,0 15,  00001300,00
20091201085459S:A1500,0015,  00000078,1, 0,00
20091201085502R:A1504,0 15,  00001300, 0, 0
20091201085502R:A1503,0 15,  00000192, 0, 0
20091201085503S:A1503,0015,  00000192,01,00
20091201085508R:U1500,0 15,  00000192, 0
20091201085508S:U1500,0 15,  00000192,00
20091201085542R:A1504,0 15,  00000192, 0, 0
20091201085554R:A1501,0 15,  00001031,0, 0
20091201085554R:A1510,0 15,  00001031, 1, 0, 0, 0
20091201085603R:A1510,0 15,  00001031, 9, 0, 0, 0
20091201085607R:A1503,0 15,  00001031, 0, 0
20091201085608S:A1503,0015,  00001031,01,00
20091201085614R:U1500,0 15,  00001031, 0
20091201085614S:U1500,0 15,  00001031,00
20091201085621R:A1504,0 15,  00001031, 0, 0
20091201085905R:A1501,0 15,  00001101,0, 0
20091201085905R:A1510,0 15,  00001101, 1, 0, 0, 0
20091201085914R:A1510,0 15,  00001101, 9, 0, 0, 0
20091201085919R:A1503,0 15,  00001101, 0, 0
20091201085919S:A1503,0015,  00001101,01,00
20091201085925R:U1500,0 15,  00001101, 0
20091201085925S:U1500,0 15,  00001101,00
20091201085927R:A1504,0 15,  00001101, 0, 0
20091201090007S:A1500,0015,  00000181,1, 0,00
20091201090206R:A1501,0 15,  00001048,0, 0
20091201090206R:A1510,0 15,  00001048, 1, 0, 0, 0
20091201090215R:A1510,0 15,  00001048, 9, 0, 0, 0
20091201090220R:A1503,0 15,  00001048, 0, 0
20091201090220S:A1503,0015,  00001048,01,00
20091201090227R:A1501,0 15,  00001134,0, 0
20091201090227R:A1510,0 15,  00001134, 1, 0, 1, 0
20091201090236R:A1510,0 15,  00001134, 9, 0, 1, 0
20091201090238R:U1500,0 15,  00001048, 0
20091201090238S:U1500,0 15,  00001048,00
20091201090247R:A1504,0 15,  00001048, 0, 0
20091201090247R:A1503,0 15,  00001134, 0, 0
20091201090248S:A1503,0015,  00001134,01,00
20091201090253R:U1500,0 15,  00001134, 0
20091201090253S:U1500,0 15,  00001134,00
20091201090327R:A1504,0 15,  00001134, 0, 0
20091201090339R:A1501,0 15,  00000098,0, 0
20091201090339R:A1510,0 15,  00000098, 1, 0, 0, 0
20091201090348R:A1510,0 15,  00000098, 9, 0, 0, 0
20091201090352R:A1503,0 15,  00000098, 0, 0
20091201090352S:A1503,0015,  00000098,01,00
20091201090354R:A1501,0 15,  00000020,0, 0
20091201090354R:A1510,0 15,  00000020, 1, 0, 1, 0
20091201090403R:A1510,0 15,  00000020, 9, 0, 1, 0
20091201090405R:U1500,0 15,  00000098, 0
20091201090405S:U1500,0 15,  00000098,00
20091201090414R:A1504,0 15,  00000098, 0, 0
20091201090415R:A1503,0 15,  00000020, 0, 0
20091201090415S:A1503,0015,  00000020,01,00
20091201090421R:U1500,0 15,  00000020, 0
20091201090421S:U1500,0 15,  00000020,00
20091201090451S:A1500,0015,  00001007,1, 0,00
20091201090454R:A1504,0 15,  00000020, 0, 0
20091201090506R:A1501,0 15,  00001289,0, 0
20091201090506R:A1510,0 15,  00001289, 1, 0, 0, 0
20091201090515R:A1510,0 15,  00001289, 9, 0, 0, 0
20091201090519R:A1503,0 15,  00001289, 0, 0
20091201090520S:A1503,0015,  00001289,01,00
20091201090528R:A1501,0 15,  00001027,0, 0
