,Cycle,A1,A2,A3,B1,B2,B3,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2
,13,0.839199101941631,-6.38419453717006,-0.856045346154588,-1.62407009033905,-2.48976559225866,-0.806558697290711,-0.280835613618365,-2.98135568677799,-1.2306220469859,0.989376724630347,0.549021532001916,-0.806991259796632,0.0892431601864701,-3.46819989661117,-1.63538229718733,-0.79109277063435,-1.1158154485538,-1.12000123954385
,14,-3.50108925811946,-3.53393078020781,1.67592977632467,-0.940948305590609,-3.97434966399169,-0.702708963655368,-4.16399244664672,-0.229967858226246,-3.71228971498977,-2.95865352692772,-2.66694181885896,-3.61344857304812,-2.58502257305281,-3.92252357867301,-3.40256220273659,-2.24660506124701,0.36283862289838,-2.12177863178886
,15,-2.96872982916102,0.00740018880287607,-2.36192196852744,-1.48528705539502,-1.00224255387775,2.27170144102047,-2.57746131550584,-0.230400512851702,-3.73207569698388,-0.280596194913414,-3.44821196467501,-0.643399812852749,-4.43325358475977,-1.74843690056559,-3.66638275007563,2.69614445009574,-3.76644219607488,-1.61445660367781
,16,0.100796603361232,-0.466911543278002,-2.04898009477347,-2.09381367639617,-4.54044027643295,-2.85593651392537,0.0566581377606781,1.44295615892042,-4.57266393344025,0.661917604279097,-2.69074593579307,-1.84923829923491,3.65664443341848,2.35525062459737,-4.05519489883773,1.70394493529875,-4.48739720062667,0.0426206552460826
,17,-3.17690404907171,1.55779081474657,3.76821657995379,-2.43825463529038,-0.68324243445204,-0.412607347204812,-2.67888139534216,9.74153256644104,-4.68239313689764,-1.47229071464562,0.399773392129191,0.929978421157102,-1.20274361674819,3.07862688522573,-6.47725756597265,5.17807250411579,-3.36950059714809,0.694413574040937
,18,-2.86083030130885,3.17863646479373,1.73875237937409,-0.982700030911019,0.919970425954489,0.277261592837021,-2.98759708565058,27.6127693218486,-3.68652973853023,-1.42104184717118,-4.58526813065646,9.4686741941,-2.354774721784,6.31669633950651,-0.859728907098088,13.2323984446821,-1.97153737968165,9.54734084581514
,19,-2.97936908851398,3.58408919995918,4.16949992655236,0.203495854984794,0.26284148174409,0.991278020856953,2.63276224539868,46.9760241942718,-2.70624082891527,7.29825740767183,0.830916169474676,25.9194444661334,1.8649136459494,24.5178003185438,1.75976443362333,23.7084922855529,5.40332146645551,17.8736791024212
,20,0.0126117462750699,16.8298004770581,2.47418359240828,-2.88260978865264,9.50568525430663,-0.0442859593604226,3.34536554713213,95.7199235545177,-0.458079927432664,25.5208447992914,0.0552336144687615,43.2949509386253,6.28809544646128,46.5200047023968,2.31787416929228,53.088361894936,5.58451194165809,40.4643302394165
,21,0.980325229507343,33.5626257697268,0.210830591542162,-2.74111156260915,18.6169995457735,0.706726786186664,7.78494743582178,171.68350146735,3.85399672422363,48.6108200026715,-1.20669513364101,90.9624313006616,15.8050325806553,90.6809862130549,11.8711697014674,104.834408532792,21.4815147503236,79.476268126356
,22,-0.789266163039883,62.919111024717,2.89218179471891,0.406788666746706,43.0722895277877,0.960655017548561,18.8491608216318,281.488049403397,14.6327301243568,94.387093183183,3.15125586762952,162.350614219368,33.4010718486443,159.518848291254,27.0524611082606,187.405997423105,34.5580794269786,145.53811438837
,23,13.6560259938901,115.037451628623,3.44021463033687,3.78471710725398,87.1545285745474,-1.05813914833834,37.4346970069842,423.143602311856,36.9345423637792,168.415997846549,8.59001085266391,267.097704909509,62.5340004744894,263.964040945058,54.2606199207589,309.953602328864,67.8513743650615,250.640017667669
,24,22.3597299276921,200.349465667855,1.52213166772208,6.97515590835928,157.878570630651,-0.332227567681002,77.7858433838164,581.471459956625,71.9995070147979,282.54570208795,19.8394086602266,406.320334571166,124.419430664824,394.994201486702,110.093278367357,470.584878645214,130.077758058311,389.606406213854
,25,45.2497473138142,323.118117889745,-0.312724879345751,24.4642081284919,264.972342408086,-0.862531707523885,148.771946866726,735.687543527401,139.316725299461,424.43514929141,46.0426134136897,560.063714277859,217.702222288527,547.471654587658,192.491076194188,660.627849281869,220.542963473902,557.523449149582
,26,87.7359394764298,468.763767504995,2.83222983408723,46.6973930449722,401.591048854466,0.595523192473593,246.779039178035,881.424433657118,230.891473114214,587.562527188754,90.8221924136055,714.013855143092,345.951230265901,697.053092586323,313.376388441782,848.513569439063,353.210652367325,726.482100180185
,27,160.417478283701,631.822810399532,-0.821286944730218,94.1059247392336,563.80538157176,0.283273247733632,386.740828288132,1006.11840824107,373.286453197716,749.438637099156,163.560708249781,861.71540172472,508.454273894092,836.490429854553,467.284474582214,1029.23046368327,519.269711976206,892.840177641211
,28,267.353962988244,790.949858716271,-0.352698854933351,174.343471191511,722.683964410908,-3.14607248398579,552.985019913325,1102.55168512911,543.575459401091,901.720278573545,275.715169229986,991.713569058718,676.461030480844,958.880773009411,641.595930285745,1187.06812470438,691.128612327908,1041.10551431429
,29,415.213448471008,939.417753119074,-0.107280568138322,294.028094470563,872.977139335133,-6.04698927859272,720.096620599751,1165.63322501015,720.216806324663,1035.4563166744,423.918902105769,1094.78551052664,847.483374792096,1052.96743520954,817.995793423108,1311.38427738725,869.192272947761,1163.29650545214
,30,594.476804417935,1065.94957946315,-0.470866065571954,463.086778007736,1006.47571463277,-0.0675234708023709,884.341704167641,1201.6315516924,899.432712324132,1138.52340976431,607.126733450064,1166.99645441589,1007.98577710437,1116.02523260277,988.569579355664,1394.82290965682,1037.83425204548,1249.938507016
,31,778.81348284711,1159.25174338378,-5.45096747010712,667.446240120286,1110.99563088905,3.05093616117847,1025.61839929379,1218.68572574643,1070.46106189071,1206.86832208053,791.891731205932,1209.60120280486,1141.70857968459,1149.13080537218,1139.05536311517,1439.52726219079,1185.16102676865,1301.66512909211
,32,953.651248212504,1215.91559980547,0.0250346600496414,868.920732110339,1181.84395452958,-1.51244407725562,1131.75020019148,1228.59742453056,1219.76959013203,1244.49704566172,964.18468324431,1233.67606140495,1238.56548993606,1164.35682756121,1256.0597548291,1462.02338450397,1302.35826098172,1327.85560332311
,33,1096.773780752,1245.18802565455,-1.78052363428833,1046.95940128986,1222.29984569528,0.137268687814412,1195.15375249199,1232.04417326326,1341.38973957575,1260.87612565758,1104.83228353049,1246.67569877717,1296.4885039195,1170.8047771371,1332.98424087423,1469.69852741229,1380.91070461505,1338.19598681539
,34,1195.83733890683,1260.23159036429,-4.93991428606796,1182.08238028771,1242.94469597451,-1.12107589593052,1228.94078787106,1235.59594205244,1433.60712680351,1269.62549028642,1200.35503349846,1253.40410489718,1327.64057838044,1175.67646363765,1379.35220288066,1473.06164933832,1432.39514287661,1345.64815915378
,35,1259.35623321124,1268.33170814245,-1.60962226623451,1268.34818577556,1252.68076919986,1.55565148472488,1245.75301997681,1234.12721932526,1509.09343507581,1273.14015990097,1259.41094740271,1255.37738462371,1340.79902846476,1176.86041513216,1403.61768705974,1473.01550360749,1460.54239959784,1346.56544774488
,36,1298.05854289076,1273.41574652013,-0.465089194921802,1321.26015798809,1257.41655269852,-0.579135707040223,1256.41517447135,1233.52240256694,1570.85747764494,1274.72363071475,1293.0279354097,1253.99399467389,1346.74605085787,1177.2616328525,1417.17228012335,1472.95118196554,1477.45788594198,1347.4598718685
,37,1322.31724417379,1276.24965527829,-3.40979812550268,1354.91670631422,1259.41799263183,3.6714142883352,1261.48735292815,1231.87963450834,1630.14915188038,1274.52544539135,1315.68727433334,1253.88339086008,1347.94323569411,1175.92303931051,1423.82691810272,1473.06134302682,1485.64686092858,1345.32931327712
,38,1336.98753525783,1277.24065113063,0.648816998954317,1378.78112298773,1261.33139677999,1.53932078415482,1264.23219078559,1232.6034148323,1688.23401016793,1275.31913202805,1329.3080375615,1253.33539200773,1349.22227914354,1175.66801787829,1426.50912528208,1472.83679387885,1490.19019707297,1345.67893088232
,39,1345.64008313246,1277.49649669137,0.587467708562599,1395.23057270536,1261.14241657021,1.45788709516228,1263.89943719702,1232.94522455074,1754.06508783607,1275.32166717967,1340.71744659538,1253.26034555111,1348.63127068644,1175.42623273512,1428.38852172588,1473.97926608847,1493.39101326846,1345.69736474113
,40,1352.18406670628,1278.20110426726,1.83466411659856,1407.25025436635,1260.52049023693,-0.258790895602942,1263.09979727801,1232.09793964415,1823.32709876471,1273.16001617612,1350.36873610006,1251.15829628297,1347.29285683097,1176.05381144068,1429.9377348912,1475.62976657306,1497.37989090919,1347.15008547636
