20100120072329S:A1500,0015,  00001029,1, 0,00
20100120080452S:A1500,0015,  00001006,1, 0,00
20100120080457R:A1504,0 15,  00001262, 0, 0
20100120080504S:A1500,0015,  00000054,1, 0,00
20100120080509R:A1501,0 15,  00000023,0, 0
20100120080509R:A1510,0 15,  00000023, 1, 0, 0, 0
20100120080517S:A1500,0015,  00001036,1, 0,00
20100120080518R:A1510,0 15,  00000023, 9, 0, 0, 0
20100120080522R:A1503,0 15,  00000023, 0, 0
20100120080920S:A1500,0015,  00000093,1, 0,00
20100120081007S:A1500,0015,  00000193,1, 0,00
20100120081017S:A1500,0015,  00001131,1, 0,00
20100120081035S:A1500,0015,  00001188,1, 0,00
20100120081051S:A1500,0015,  00000077,1, 0,00
20100120081108S:A1500,0015,  00001031,1, 0,00
20100120081124S:A1500,0015,  00000107,1, 0,00
20100120081140S:A1500,0015,  00001145,1, 0,00
20100120081154S:A1500,0015,  00001112,1, 0,00
20100120081214S:A1503,0015,  00000023,01,00
20100120081220R:U1500,0 15,  00000023, 0
20100120081220S:U1500,0 15,  00000023,00
20100120081223R:A1504,0 15,  00000023, 0, 0
20100120081339R:A1501,0 15,  00001162,0, 0
20100120081339R:A1510,0 15,  00001162, 1, 0, 0, 0
20100120081348S:A1500,0015,  00001111,1, 0,00
20100120081348R:A1510,0 15,  00001162, 9, 0, 0, 0
20100120081352R:A1503,0 15,  00001162, 0, 0
20100120081353S:A1503,0015,  00001162,01,00
20100120081358S:A1500,0015,  00000034,1, 0,00
20100120081359R:U1500,0 15,  00001162, 0
20100120081359S:U1500,0 15,  00001162,00
20100120081401R:A1504,0 15,  00001162, 0, 0
20100120081427S:A1500,0015,  00000131,1, 0,00
20100120081443S:A1500,0015,  00001046,1, 0,00
20100120081459S:A1500,0015,  00001198,1, 0,00
20100120081518S:A1500,0015,  00001293,1, 0,00
20100120081542S:A1500,0015,  00001032,1, 0,00
20100120081605S:A1500,0015,  00000012,1, 0,00
20100120081814R:A1501,0 15,  00001006,0, 0
20100120081814R:A1510,0 15,  00001006, 1, 0, 0, 0
20100120081823R:A1510,0 15,  00001006, 9, 0, 0, 0
20100120081827R:A1503,0 15,  00001006, 0, 0
20100120081828S:A1503,0015,  00001006,01,00
20100120081835R:A1501,0 15,  00001036,0, 0
20100120081835R:A1510,0 15,  00001036, 1, 0, 1, 0
20100120081845R:A1510,0 15,  00001036, 9, 0, 1, 0
20100120081847R:U1500,0 15,  00001006, 0
20100120081847S:U1500,0 15,  00001006,00
20100120081856R:A1504,0 15,  00001006, 0, 0
20100120081856R:A1503,0 15,  00001036, 0, 0
20100120081857S:A1503,0015,  00001036,01,00
20100120081902R:U1500,0 15,  00001036, 0
20100120081903S:U1500,0 15,  00001036,00
20100120081935R:A1504,0 15,  00001036, 0, 0
20100120082435R:A1501,0 15,  00001131,0, 0
20100120082435R:A1510,0 15,  00001131, 1, 0, 0, 0
20100120082444R:A1510,0 15,  00001131, 9, 0, 0, 0
20100120082449R:A1503,0 15,  00001131, 0, 0
20100120082449S:A1503,0015,  00001131,01,00
20100120082452R:A1501,0 15,  00000054,0, 0
20100120082452R:A1510,0 15,  00000054, 1, 0, 1, 0
20100120082501R:A1510,0 15,  00000054, 9, 0, 1, 0
20100120082503R:U1500,0 15,  00001131, 0
20100120082504S:U1500,0 15,  00001131,00
20100120082513R:A1504,0 15,  00001131, 0, 0
20100120082513R:A1503,0 15,  00000054, 0, 0
20100120082514S:A1503,0015,  00000054,01,00
20100120082522S:A1500,0015,  00001118,1, 0,00
20100120082525R:A1501,0 15,  00000077,0, 0
20100120082525R:A1510,0 15,  00000077, 1, 0, 1, 0
20100120082531R:U1500,0 15,  00000054, 0
20100120082531S:U1500,0 15,  00000054,00
20100120082534R:A1510,0 15,  00000077, 9, 0, 0, 0
20100120082552R:A1504,0 15,  00000054, 0, 0
20100120082553R:A1503,0 15,  00000077, 0, 0
20100120082553S:A1503,0015,  00000077,01,00
20100120082559R:U1500,0 15,  00000077, 0
20100120082559S:U1500,0 15,  00000077,00
20100120082633R:A1504,0 15,  00000077, 0, 0
20100120082644R:A1501,0 15,  00001031,0, 0
20100120082645R:A1510,0 15,  00001031, 1, 0, 0, 0
20100120082653S:A1500,0015,  00001197,1, 0,00
20100120082654R:A1510,0 15,  00001031, 9, 0, 0, 0
20100120082658R:A1503,0 15,  00001031, 0, 0
20100120082658S:A1503,0015,  00001031,01,00
20100120082701R:A1501,0 15,  00000093,0, 0
20100120082701R:A1510,0 15,  00000093, 1, 0, 1, 0
20100120082710R:A1510,0 15,  00000093, 9, 0, 1, 0
20100120082712R:U1500,0 15,  00001031, 0
20100120082712S:U1500,0 15,  00001031,00
20100120082719S:A1500,0015,  00000135,1, 0,00
20100120082721R:A1504,0 15,  00001031, 0, 0
20100120082721R:A1503,0 15,  00000093, 0, 0
20100120082722S:A1503,0015,  00000093,01,00
20100120082727R:U1500,0 15,  00000093, 0
20100120082728S:U1500,0 15,  00000093,00
20100120082747S:A1500,0015,  00001045,1, 0,00
20100120082801R:A1504,0 15,  00000093, 0, 0
20100120082813R:A1501,0 15,  00000107,0, 0
20100120082813R:A1510,0 15,  00000107, 1, 0, 0, 0
20100120082822R:A1510,0 15,  00000107, 9, 0, 0, 0
20100120082826R:A1503,0 15,  00000107, 0, 0
20100120082827S:A1503,0015,  00000107,01,00
20100120082830R:A1501,0 15,  00000193,0, 0
20100120082830R:A1510,0 15,  00000193, 1, 0, 1, 0
20100120082837S:A1500,0015,  00000095,1, 0,00
20100120082839R:A1510,0 15,  00000193, 9, 0, 1, 0
20100120082841R:U1500,0 15,  00000107, 0
20100120082841S:U1500,0 15,  00000107,00
20100120082850R:A1504,0 15,  00000107, 0, 0
20100120082850R:A1503,0 15,  00000193, 0, 0
20100120082854S:A1503,0015,  00000193,01,00
20100120082859R:U1500,0 15,  00000193, 0
20100120082859S:U1500,0 15,  00000193,00
20100120082930R:A1504,0 15,  00000193, 0, 0
20100120082942R:A1501,0 15,  00001145,0, 0
20100120082942R:A1510,0 15,  00001145, 1, 0, 0, 0
20100120082951R:A1510,0 15,  00001145, 9, 0, 0, 0
20100120082955R:A1503,0 15,  00001145, 0, 0
20100120082956S:A1503,0015,  00001145,01,00
20100120083003R:A1501,0 15,  00001112,0, 0
20100120083003R:A1510,0 15,  00001112, 1, 0, 1, 0
20100120083012R:A1510,0 15,  00001112, 9, 0, 1, 0
20100120083014R:U1500,0 15,  00001145, 0
20100120083014S:U1500,0 15,  00001145,00
20100120083016S:A1500,0015,  00001263,1, 0,00
20100120083024R:A1504,0 15,  00001145, 0, 0
20100120083024R:A1503,0 15,  00001112, 0, 0
20100120083034S:A1503,0015,  00001112,01,00
20100120083035R:A1501,0 15,  00001188,0, 0
20100120083035R:A1510,0 15,  00001188, 1, 0, 1, 0
20100120083044R:A1510,0 15,  00001188, 9, 0, 1, 0
20100120083046R:U1500,0 15,  00001112, 0
20100120083046S:U1500,0 15,  00001112,00
20100120083053S:A1500,0015,  00001121,1, 0,00
20100120083103R:A1504,0 15,  00001112, 0, 0
20100120083104R:A1503,0 15,  00001188, 0, 0
20100120083104S:A1500,0015,  00000040,1, 0,00
20100120083121S:A1500,0015,  00001049,1, 0,00
20100120083127S:A1503,0015,  00001188,01,00
20100120083133R:U1500,0 15,  00001188, 0
20100120083133S:U1500,0 15,  00001188,00
20100120083144R:A1504,0 15,  00001188, 0, 0
20100120083144S:A1500,0015,  00001269,1, 0,00
20100120083210S:A1500,0015,  00001262,1, 0,00
20100120083234S:A1500,0015,  00000065,1, 0,00
20100120083531R:A1501,0 15,  00001111,0, 0
20100120083531R:A1510,0 15,  00001111, 1, 0, 0, 0
20100120083540R:A1510,0 15,  00001111, 9, 0, 0, 0
20100120083544R:A1503,0 15,  00001111, 0, 0
20100120083545S:A1503,0015,  00001111,01,00
20100120083551R:A1501,0 15,  00000034,0, 0
20100120083551R:A1510,0 15,  00000034, 1, 0, 1, 0
20100120083600R:A1510,0 15,  00000034, 9, 0, 1, 0
20100120083602R:U1500,0 15,  00001111, 0
20100120083602S:U1500,0 15,  00001111,00
20100120083612R:A1504,0 15,  00001111, 0, 0
20100120083612R:A1503,0 15,  00000034, 0, 0
20100120083613S:A1503,0015,  00000034,01,00
20100120083624R:A1501,0 15,  00000131,0, 0
20100120083624R:A1510,0 15,  00000131, 1, 0, 1, 0
20100120083629R:U1500,0 15,  00000034, 0
20100120083629S:U1500,0 15,  00000034,00
20100120083633R:A1510,0 15,  00000131, 9, 0, 0, 0
20100120083651R:A1504,0 15,  00000034, 0, 0
20100120083651R:A1503,0 15,  00000131, 0, 0
20100120083653S:A1503,0015,  00000131,01,00
20100120083701R:A1501,0 15,  00001046,0, 0
20100120083701R:A1510,0 15,  00001046, 1, 0, 1, 0
20100120083707R:U1500,0 15,  00000131, 0
20100120083707S:U1500,0 15,  00000131,00
20100120083710R:A1510,0 15,  00001046, 9, 0, 0, 0
20100120083725R:A1504,0 15,  00000131, 0, 0
20100120083725R:A1503,0 15,  00001046, 0, 0
20100120083726S:A1503,0015,  00001046,01,00
20100120083733S:A1500,0015,  00000023,1, 0,00
20100120083735R:A1501,0 15,  00001198,0, 0
20100120083735R:A1510,0 15,  00001198, 1, 0, 1, 0
20100120083741R:U1500,0 15,  00001046, 0
20100120083741S:U1500,0 15,  00001046,00
20100120083744R:A1510,0 15,  00001198, 9, 0, 0, 0
20100120083756S:A1500,0015,  00000097,1, 0,00
20100120083805R:A1504,0 15,  00001046, 0, 0
20100120083805R:A1503,0 15,  00001198, 0, 0
20100120083806S:A1503,0015,  00001198,01,00
20100120083807S:A1500,0015,  00000179,1, 0,00
20100120083816R:A1501,0 15,  00001293,0, 0
20100120083816R:A1510,0 15,  00001293, 1, 0, 1, 0
20100120083818S:A1500,0015,  00000196,1, 0,00
20100120083822R:U1500,0 15,  00001198, 0
20100120083822S:U1500,0 15,  00001198,00
20100120083825R:A1510,0 15,  00001293, 9, 0, 0, 0
20100120083845R:A1504,0 15,  00001198, 0, 0
20100120083845R:A1503,0 15,  00001293, 0, 0
20100120083846S:A1503,0015,  00001293,01,00
20100120083856R:A1501,0 15,  00001032,0, 0
20100120083856R:A1510,0 15,  00001032, 1, 0, 1, 0
20100120083901R:U1500,0 15,  00001293, 0
20100120083901S:U1500,0 15,  00001293,00
20100120083905R:A1510,0 15,  00001032, 9, 0, 0, 0
20100120083925R:A1504,0 15,  00001293, 0, 0
20100120083925R:A1503,0 15,  00001032, 0, 0
20100120083928S:A1503,0015,  00001032,01,00
20100120083937R:A1501,0 15,  00000012,0, 0
20100120083937R:A1510,0 15,  00000012, 1, 0, 1, 0
20100120083942R:U1500,0 15,  00001032, 0
20100120083942S:U1500,0 15,  00001032,00
20100120083946R:A1510,0 15,  00000012, 9, 0, 0, 0
20100120084005R:A1504,0 15,  00001032, 0, 0
20100120084005R:A1503,0 15,  00000012, 0, 0
20100120084007S:A1503,0015,  00000012,01,00
20100120084012S:A1500,0015,  00001021,1, 0,00
20100120084013R:U1500,0 15,  00000012, 0
20100120084013S:U1500,0 15,  00000012,00
20100120084023S:A1500,0015,  00000137,1, 0,00
20100120084040S:A1500,0015,  00001162,1, 0,00
20100120084045R:A1504,0 15,  00000012, 0, 0
20100120084056S:A1500,0015,  00000052,1, 0,00
20100120084326R:A1501,0 15,  00001045,0, 0
20100120084326R:A1510,0 15,  00001045, 1, 0, 0, 0
20100120084335R:A1510,0 15,  00001045, 9, 0, 0, 0
20100120084339R:A1503,0 15,  00001045, 0, 0
20100120084340S:A1503,0015,  00001045,01,00
20100120084345R:U1500,0 15,  00001045, 0
20100120084345S:U1500,0 15,  00001045,00
20100120084348R:A1504,0 15,  00001045, 0, 0
20100120084400R:A1501,0 15,  00000095,0, 0
20100120084400R:A1510,0 15,  00000095, 1, 0, 0, 0
20100120084409R:A1510,0 15,  00000095, 9, 0, 0, 0
20100120084414R:A1503,0 15,  00000095, 0, 0
20100120084414S:A1503,0015,  00000095,01,00
20100120084422R:A1501,0 15,  00001263,0, 0
20100120084422R:A1510,0 15,  00001263, 1, 0, 1, 0
20100120084431R:A1510,0 15,  00001263, 9, 0, 1, 0
20100120084433R:U1500,0 15,  00000095, 0
20100120084433S:U1500,0 15,  00000095,00
20100120084442R:A1504,0 15,  00000095, 0, 0
20100120084442R:A1503,0 15,  00001263, 0, 0
20100120084443S:A1503,0015,  00001263,01,00
20100120084449R:U1500,0 15,  00001263, 0
20100120084449S:U1500,0 15,  00001263,00
20100120084522R:A1504,0 15,  00001263, 0, 0
20100120084530S:A1500,0015,  00001251,1, 0,00
20100120084558S:A1500,0015,  00000146,1, 0,00
20100120084613S:A1500,0015,  00000151,1, 0,00
20100120084627R:A1501,0 15,  00000146,0, 0
20100120084627R:A1510,0 15,  00000146, 1, 0, 0, 0
20100120084636R:A1510,0 15,  00000146, 9, 0, 0, 0
20100120084640R:A1503,0 15,  00000146, 0, 0
20100120084641S:A1503,0015,  00000146,01,00
20100120084649R:A1501,0 15,  00000151,0, 0
20100120084649R:A1510,0 15,  00000151, 1, 0, 1, 0
20100120084658R:A1510,0 15,  00000151, 9, 0, 1, 0
20100120084700R:U1500,0 15,  00000146, 0
20100120084700S:U1500,0 15,  00000146,00
20100120084710R:A1504,0 15,  00000146, 0, 0
20100120084710R:A1503,0 15,  00000151, 0, 0
20100120084711S:A1503,0015,  00000151,01,00
20100120084722R:A1501,0 15,  00001118,0, 0
20100120084722R:A1510,0 15,  00001118, 1, 0, 1, 0
20100120084727R:U1500,0 15,  00000151, 0
20100120084727S:U1500,0 15,  00000151,00
20100120084731R:A1510,0 15,  00001118, 9, 0, 0, 0
20100120084749R:A1504,0 15,  00000151, 0, 0
20100120084749R:A1503,0 15,  00001118, 0, 0
20100120084750S:A1503,0015,  00001118,01,00
20100120084801R:A1501,0 15,  00001197,0, 0
20100120084801R:A1510,0 15,  00001197, 1, 0, 1, 0
20100120084807R:U1500,0 15,  00001118, 0
20100120084807S:U1500,0 15,  00001118,00
20100120084810R:A1510,0 15,  00001197, 9, 0, 0, 0
20100120084829R:A1504,0 15,  00001118, 0, 0
20100120084829R:A1503,0 15,  00001197, 0, 0
20100120084830S:A1503,0015,  00001197,01,00
20100120084837S:A1500,0015,  00000161,1, 0,00
20100120084841R:A1501,0 15,  00000135,0, 0
20100120084841R:A1510,0 15,  00000135, 1, 0, 1, 0
20100120084847R:U1500,0 15,  00001197, 0
20100120084847S:U1500,0 15,  00001197,00
20100120084850R:A1510,0 15,  00000135, 9, 0, 0, 0
20100120084853S:A1500,0015,  00001106,1, 0,00
20100120084909R:A1504,0 15,  00001197, 0, 0
20100120084909R:A1503,0 15,  00000135, 0, 0
20100120084910S:A1503,0015,  00000135,01,00
20100120084915R:U1500,0 15,  00000135, 0
20100120084916S:U1500,0 15,  00000135,00
20100120084949R:A1504,0 15,  00000135, 0, 0
20100120085001R:A1501,0 15,  00000161,0, 0
20100120085001R:A1510,0 15,  00000161, 1, 0, 0, 0
20100120085010R:A1510,0 15,  00000161, 9, 0, 0, 0
20100120085015R:A1503,0 15,  00000161, 0, 0
20100120085015S:A1503,0015,  00000161,01,00
20100120085016R:A1501,0 15,  00001121,0, 0
20100120085016R:A1510,0 15,  00001121, 1, 0, 1, 0
20100120085025R:A1510,0 15,  00001121, 9, 0, 1, 0
20100120085027R:U1500,0 15,  00000161, 0
20100120085028S:U1500,0 15,  00000161,00
20100120085030S:A1500,0015,  00000005,1, 0,00
20100120085037R:A1504,0 15,  00000161, 0, 0
20100120085037R:A1503,0 15,  00001121, 0, 0
20100120085049R:A1501,0 15,  00001106,0, 0
20100120085049R:A1510,0 15,  00001106, 1, 0, 1, 0
20100120085051S:A1503,0015,  00001121,01,00
20100120085054S:A1500,0015,  00000066,1, 0,00
20100120085058R:A1510,0 15,  00001106, 9, 0, 1, 0
20100120085100R:U1500,0 15,  00001121, 0
20100120085100S:U1500,0 15,  00001121,00
20100120085106S:A1500,0015,  00001141,1, 0,00
20100120085117R:A1504,0 15,  00001121, 0, 0
20100120085117R:A1503,0 15,  00001106, 0, 0
20100120085121S:A1500,0015,  00000103,1, 0,00
20100120085127R:A1501,0 15,  00000040,0, 0
20100120085127R:A1510,0 15,  00000040, 1, 0, 1, 0
20100120085136R:A1510,0 15,  00000040, 9, 0, 1, 0
20100120085138S:A1503,0015,  00001106,01,00
20100120085139S:A1500,0015,  00000192,1, 0,00
20100120085144R:A1501,0 15,  00001049,0, 0
20100120085144R:A1510,0 15,  00001049, 1, 0, 2, 0
20100120085153R:A1510,0 15,  00001049, 9, 0, 2, 0
20100120085155R:U1500,0 15,  00001106, 0
20100120085155S:U1500,0 15,  00001106,00
20100120085204R:A1504,0 15,  00001106, 0, 0
20100120085204R:A1503,0 15,  00000040, 0, 0
20100120085219R:A1501,0 15,  00001269,0, 0
20100120085219R:A1510,0 15,  00001269, 1, 0, 2, 0
20100120085225S:A1503,0015,  00000040,01,00
20100120085228R:A1510,0 15,  00001269, 9, 0, 2, 0
20100120085230R:U1500,0 15,  00000040, 0
20100120085230S:U1500,0 15,  00000040,00
20100120085244R:A1504,0 15,  00000040, 0, 0
20100120085244R:A1503,0 15,  00001049, 0, 0
20100120085300R:A1501,0 15,  00001262,0, 0
20100120085300R:A1510,0 15,  00001262, 1, 0, 2, 0
20100120085309R:A1510,0 15,  00001262, 9, 0, 2, 0
20100120085317R:A1501,0 15,  00000065,0, 0
20100120085317R:A1510,0 15,  00000065, 1, 0, 3, 0
20100120085326S:A1503,0015,  00001049,01,00
20100120085327R:A1510,0 15,  00000065, 9, 0, 3, 0
20100120085332R:U1500,0 15,  00001049, 0
20100120085332S:U1500,0 15,  00001049,00
20100120085337R:A1504,0 15,  00001049, 0, 0
20100120085337R:A1503,0 15,  00001269, 0, 0
20100120085359S:A1500,0015,  00000033,1, 0,00
20100120085407R:A1501,0 15,  00000023,0, 0
20100120085407R:A1510,0 15,  00000023, 1, 0, 3, 0
20100120085416R:A1510,0 15,  00000023, 9, 0, 3, 0
20100120085417S:A1500,0015,  00001286,1, 0,00
20100120085420S:A1503,0015,  00001269,01,00
20100120085425R:U1500,0 15,  00001269, 0
20100120085425S:U1500,0 15,  00001269,00
20100120085428R:A1504,0 15,  00001269, 0, 0
20100120085428R:A1503,0 15,  00001262, 0, 0
20100120085440R:A1501,0 15,  00000097,0, 0
20100120085440R:A1510,0 15,  00000097, 1, 0, 3, 0
20100120085449R:A1510,0 15,  00000097, 9, 0, 3, 0
20100120085502R:A1501,0 15,  00000179,0, 0
20100120085502R:A1510,0 15,  00000179, 1, 0, 4, 0
20100120085511R:A1510,0 15,  00000179, 9, 0, 4, 0
